question,c3_mean_minus_c0_mean,c3_std_minus_c0_std,c3_range_minus_c0_range,category_primary
Are red legs a sign of failing health in those with Anorexia Nervosa?,0.12501723251720032,-0.06552113026539763,0.014077041538720136,c0_wrong_to_correct
Are right wing Amreicans opposed to marxism?,0.03747174696635647,0.06049003442254444,0.26354832207453016,c0_wrong_to_correct
Are ropes required to operate a frigate?,0.09028029872139631,-0.05142993367202078,-0.03206633389700575,c0_wrong_to_wrong
Are sables related to wolverines?,0.16954370145574482,-0.08358797913796745,-0.1370063709284045,c0_wrong_to_wrong
Are saltwater crocodiles related to alligators?,-0.05220124510130886,0.06323088977812236,-0.05362671433261301,c0_wrong_to_wrong
Are sea turtles enjoying life during quarantine?,0.18202152712215158,-0.06012233444516729,-0.02233790731051788,c0_wrong_to_correct
Are seasons of Survivor surpassed by number of Ancient Greek letters?,0.011474124741872371,0.0036109712026774765,-0.26124560624996984,c0_correct
Are selfies more dangerous than plague in modern times?,-0.010191123384086453,0.006741751733499668,-0.010088878576508087,c0_wrong_to_wrong
Are sesame seeds glued onto hamburger buns?,0.1340285470467243,-0.053556356180888776,-0.00541283471672116,c0_correct
Are slime lilies in a different scientific family than asparagus?,0.137360176087302,-0.05488583431308547,-0.093978248195693,c0_correct
Are some Brazilian Navy ships built in Britian?,0.0034342812849138538,0.0329773718238206,0.06123357777574934,c0_wrong_to_correct
Are some Do It Yourself projects potentially lethal?,-0.005233363990492457,0.011735030226847687,-0.018745550785368437,c0_wrong_to_wrong
Are some adherents to Christianity in China historic enemies of Catholic Church?,-0.10398713492598743,0.015009329159656415,0.03531674172815591,c0_wrong_to_wrong
Are some chiropractic manipulations dangerous?,-0.14071934218340787,0.022193992210308544,0.07036239421791668,c0_wrong_to_wrong
Are some types of pancakes named after coins?,-0.03296619571739812,0.002307036880531299,-0.007201979814053572,c0_wrong_to_wrong
Are swastikas used in the most common religion in India?,-0.07614479739447777,0.024000997480029818,0.060646156524032824,c0_wrong_to_correct
Are tampons a good 24 hour solution for mentruation?,0.06243023119091495,-0.03425274178932153,-0.03294835849648825,c0_correct
Are the Great Lakes part of an international border?,0.07825970634503687,-0.02749801155191156,0.047892716311952244,c0_wrong_to_wrong
Are the brooms from curling good for using on house floors?,0.0984624253533678,-0.03636384563820433,0.06110598044803317,c0_correct
Are the colors on Marlboro package found on French flag?,0.16794327984594382,-0.1056241371836554,0.034877666990345335,c0_correct
Are the headquarters of All Nippon Airways near a beach?,-0.041494565660099236,0.05016780834588047,0.277949402567892,c0_correct
Are the knights in the Medieval Times show not authentic knights?,0.09430628110849426,-0.026752642118226866,0.056036827889804686,c0_wrong_to_wrong
Are the majority of Reddit users familiar with the Pledge of Allegiance?,-0.07939077895936264,0.010310611677395998,0.0846045231255591,c0_wrong_to_wrong
Are the names of The Powerpuff Girls alliterative? ,0.350176128697181,-0.06393265635335632,0.008326574398225817,c0_wrong_to_wrong
Are there Pink music videos that are triggering for eating disorder patients?,0.07800517812884078,0.012477094598871585,-0.02073530521222433,c0_wrong_to_correct
Are there any chives hypothetically good for battling vampires?,0.28128423157118965,-0.11985649790212885,-0.0717890133307193,c0_wrong_to_correct
Are there any official American knights?,0.11358050098504868,-0.15819836276164426,-0.4091821236766814,c0_correct
Are there enough Jonny Cash records in the world to give one to each French citizen?,0.27225459403951435,-0.24731384792046546,-0.6918742531316084,c0_wrong_to_correct
Are there enough people in the Balkans to match the population of Japan?,0.002357235861907725,-0.016554732754690216,-0.017566593299914057,c0_correct
Are there multiple American government holidays during winter?,-0.008559703422608589,0.02736757486932151,0.05583710864537994,c0_wrong_to_wrong
Are there multiple Disney Zorro?,-0.2606138860993072,0.05936328054140999,0.05166133593618072,c0_wrong_to_wrong
Are there multiple Star Wars TV shows produced by Disney?,-0.1900687311500875,0.14880317301627544,0.18690835739778955,c0_wrong_to_wrong
Are there people who are men who experience menstruation?,0.09108534544414792,0.02851133136614248,0.06423151751546441,c0_wrong_to_wrong
Are there some countries where waiting staff need no tip?,0.09646156958549212,0.013262515609327452,-0.0012499893236009862,c0_wrong_to_wrong
Are there special traffic laws associated with funerals?,-0.001859042593940985,0.029197497055365174,0.021780221398293165,c0_wrong_to_wrong
Are there tearjerkers about United Airlines flights?,-0.1021924631515283,0.04184709999027897,0.02346727552373329,c0_wrong_to_wrong
Are there winged statuettes in the home of the creator of Law & Order?,0.11761329158405576,-0.14613368013625938,-0.5628491188047463,c0_wrong_to_correct
Are those incapable of reproduction incapable of parenthood?,-0.01650307309097465,-0.009375045130295967,0.0180068666238149,c0_correct
Are twinkies considered artisan made products?,0.18562387192074037,-0.07395090666686577,-0.09260879049964033,c0_correct
Are twins always born during the same year?,-0.2536526953043481,0.22165229680489232,0.46678933684473223,c0_wrong_to_correct
Are two cans of Campbell's Soup a day good for hypertension?,-0.01488009422414116,0.04963768628643239,0.08939149662459545,c0_correct
Are vinegar pickled cucumbers rich in lactobacillus?,0.022316101348041628,-0.024364613894425347,0.01708961680122356,c0_correct
Are you likely to find a crucifix in Karachi?,-0.06940207863397974,0.020571567253623413,0.03440049783172883,c0_correct
Are you likely to hear Rammstein playing in smooth jazz clubs?,0.011443758336011078,-0.017835289664763943,-0.024409845759760018,c0_correct
"At a presentation about post traumatic stress disorder, would Ariana Grande be a topic of relevance?",0.10593214518984151,-0.02790807240972254,0.040128562542224855,c0_wrong_to_correct
Can 1980 United States presidential election result be considered a photo finish?,-0.08056925126052439,0.0006968264668301138,0.017345211639033686,c0_correct
Can Aerosmith fit in a 2020 Mitsubishi Outlander?,-0.16543013055557299,0.1675421999929085,0.540392644410569,c0_wrong_to_wrong
Can Aerosmith legally drive in the carpool lane?,0.23153976808093057,-0.10713638611422593,-0.3417653244259071,c0_wrong_to_correct
Can Africanized bees be considered multicultural?,0.11316852717050707,-0.03908425651189318,0.04665827017431434,c0_wrong_to_wrong
Can Arnold Schwarzenegger deadlift an adult Black rhinoceros?,0.08044675126431067,-0.0268474592088217,0.021184391830072036,c0_correct
Can Billie Eilish afford a Porsche?,0.10010274316608914,0.03361545607165051,-0.04810096896594107,c0_wrong_to_wrong
Can Curiosity (rover) kill a cat?,0.13602479522865163,-0.03274743312112094,0.0008156605843513409,c0_wrong_to_wrong
Can Cyril Ramaphosa become Secretary General of NATO?,-0.09489811953820304,0.017690085582554194,0.03719271438136307,c0_correct
Can DRL Racer X drone get across Brooklyn Bridge in 18 seconds?,0.182832935023571,-0.03141812879228972,-0.02939543583285309,c0_correct
Can Darth Vader hypothetically outdunk Bill Walton without using The Force?,0.14808006111552907,-0.021437043073946893,-0.01993679350024935,c0_correct
Can Family of Barack Obama ride comfortably in 2020 Jaguar F Type?,0.04310816409039253,0.026660171496849794,-0.26758893721458976,c0_correct
Can Harry Potter book a flight on Asiana Airlines?,0.027045919192814183,-0.004915241965785966,0.024128228255864692,c0_correct
Can Hulk's alter ego explain atomic events?,0.17228968596947236,-0.08240567666729298,-0.183545476207696,c0_wrong_to_wrong
Can I find my home with latitude and longitude?,0.16172807683958723,-0.06987264521983527,0.005207114087845244,c0_wrong_to_correct
Can I hold Bing in a basket?,-0.0016406745199912809,-0.03919826205439994,-0.101430826050811,c0_correct
"Can I ski in Steamboat Springs, Colorado in August?",-0.009593854925839973,0.014562244974299976,0.056610014411648035,c0_correct
Can Jabberwocky be considered a sonnet?,0.08778575455441762,-0.0372243092100894,0.040419135591293065,c0_correct
Can Josh Blue participate in Paralympics Games? ,0.054047922107547164,-0.052420740362473794,-0.009207661490225671,c0_wrong_to_correct
Can Justin Timberlake ride Shipwreck Falls at Six Flags?,0.21742156800128476,-0.04286982543483797,-0.1123413983748418,c0_wrong_to_wrong
Can Kate Gosselin's household fill out a Bandy team?,-0.06725001212036286,0.10377844928739843,0.5544626514390573,c0_correct
Can Kit & Kaboodle hypothetically help someone past the Underworld gates?,0.041525571248562154,0.008365726792612938,0.013154460279795055,c0_correct
Can Larry King's ex-wives form a water polo team?,0.06674004442124226,-0.05242657920670235,0.0029165612548334163,c0_wrong_to_wrong
Can Michael Jordan become a professional cook in America? ,-0.0019688686765130248,-0.008981981226095503,-0.007112317737269835,c0_wrong_to_correct
Can Paprika be made without a dehydrator?,0.0027261698838536574,0.006909660431587861,0.02396428152180552,c0_wrong_to_wrong
Can Reiki be stored in a bottle?,0.2739364898710174,-0.16793471344158173,-0.46871187240329626,c0_correct
Can Spartina Patens thrive in the Sahara Desert?,0.18111607507916738,-0.07636463323779757,-0.0300302703354296,c0_correct
Can Viper Room concert hypothetically be held at National Diet building?,-0.00984809317165769,-0.045064200666316556,-0.002466589703198019,c0_wrong_to_wrong
Can a Goblin shark hypothetically ride a bike if it had limbs?,-0.043381055112232225,0.03164042190935612,-0.04627627345704788,c0_correct
Can a Muslim eat a McRib sandwich?,0.08195884607856263,-0.020781537843501063,-0.27706553066552464,c0_correct
Can a New Yorker get their eyes checked by Rand Paul legally?,0.046516024375260256,0.048071921845072585,0.00987054988743008,c0_correct
Can a Reconstruction era coin buy DJI Mavic Pro Drone?,0.045166671265557734,-0.018010656062364017,-0.03923120953261994,c0_wrong_to_wrong
Can a banana get a virus?,0.13799426622463773,-0.061216356358565094,-0.04238325127836862,c0_wrong_to_wrong
Can a blind person tell time by Big Ben?,-0.09439730687367553,0.022300749442072387,-0.0029871557941520965,c0_wrong_to_wrong
Can a cell fit inside of a shoebox?,0.09718092922907118,-0.04420234177022092,0.0009781354997522307,c0_wrong_to_correct
Can a cheetah generate enough force to topple Big Show?,0.11774629241127843,-0.027751540167982647,-0.007822328481036145,c0_wrong_to_wrong
Can a chess board be converted to a Shogi board?,0.17173676117026926,-0.06620440583013273,-0.06673692723830837,c0_correct
Can a copy of The Daily Mirror sustain a campfire?,0.29787098233495735,-0.2855611131302985,-0.7636111511843542,c0_wrong_to_correct
Can a diamond float on water?,-0.0457556756070151,0.051065768587112176,0.08331430549662222,c0_correct
Can a firewall protect against a short circuit?,-0.03806575572468163,0.04814444399669482,0.04593929742779257,c0_correct
Can a goat be used for one of the ingredients in French toast?,0.03776993084469349,0.020761228916363006,0.01431507726300707,c0_wrong_to_wrong
Can a greyhound walk on two legs?,-0.029048808408966842,0.04870444273084812,0.06086997844207798,c0_correct
Can a honey bee sting a human more than once?,0.05776383509444549,-0.020226640319374822,0.016382341048386317,c0_correct
Can a jet plane be made without society?,-0.06924429341703908,0.044428230189303475,0.02990975771538973,c0_correct
Can a minor replicate the double-slit experiment?,0.04565838500319286,0.01455376185223739,-0.03468154915829458,c0_wrong_to_wrong
Can a minotaur hypothetically injure a tibia playing football?,0.10559072622987287,0.00039362568728662506,0.08152590819303374,c0_wrong_to_wrong
Can a person be diagnosed with a Great Depression?,0.31216252052119386,-0.10167599921993248,-0.3763290279971456,c0_correct
Can a quarter fit inside of a human kidney?,0.06822900077047411,-0.08470100514558032,-0.3016569107307354,c0_wrong_to_correct
Can a sesame seed grow in the human body?,0.12666518445689423,-0.08960267134566724,-0.07593025961257371,c0_correct
Can a single honey bee sting multiple humans?,-0.03637730674059492,0.006814296908728035,0.09347416721402402,c0_correct
Can a sniper shoot a fish past Bathypelagic Zone in ocean?,0.059154717580499505,-0.02089876660314044,0.005631622564030936,c0_correct
Can a snow leopard eat twice its own body weight?,0.11522994220541194,-0.07930766602538036,-0.13524182138364993,c0_wrong_to_correct
Can a snow leopard swim?,0.027526256636211,-0.029484860886076047,-0.03875959349985436,c0_wrong_to_wrong
Can a software engineer work during a power outage?,0.12061285728647475,0.0010712824110243324,-0.020674827435925414,c0_correct
Can a ten-pin bowling pin be a deadly weapon?,0.07693408353157283,-0.01352994013953085,0.037869589777665524,c0_wrong_to_wrong
Can a traffic collision make someone a millionaire?,-0.1018719826750425,-0.0022777230089230383,0.08708356063518308,c0_wrong_to_wrong
Can a woman on average have a baby before wheat seed blooms?,0.18556507727007265,-0.0815764764617467,-0.3862859716486533,c0_correct
Can actress Danica McKellar skip astronaut education requirements?,0.16954956820834177,-0.09075872952714104,-0.2716384606565865,c0_wrong_to_wrong
Can amoebas get cancer?,0.15858576050162831,-0.08072975940845831,-0.196283852323481,c0_correct
Can an African Elephant get pregnant twice in a year?,0.030221662205114463,-0.020514226045806105,-0.02014452834418412,c0_correct
Can an Asian black bear use chopsticks?,0.022907047377937806,-0.0009922128753740433,0.1997735802006545,c0_correct
Can an elite runner circle the Pyrenees in one day?,-0.005776335212080652,-0.014018468944384466,0.0774260145001946,c0_correct
Can any person with a driver's license work in transport of aviation fuel?,-0.04741695222683462,-0.02076433907678704,0.03672557855790015,c0_correct
Can binary numbers and standard alphabet satisfy criteria for a strong password?,0.1019784994076256,-0.03507218706110976,-0.044470669113919836,c0_correct
Can black swan's formation type help spell longest word in Dictionary?,0.07576397680610414,-0.06053572934690579,-0.3966908944710483,c0_wrong_to_wrong
Can bottlenose dolphins hypothetically outbreed human women?,-0.2089938020524088,-0.010236684187394096,0.06936800620517902,c0_correct
Can crane slamdunk?,-0.12403512238876846,0.05668816151478073,0.10507027441601158,c0_correct
Can depression be mistaken for laziness?,-0.056234792588899296,0.007961694905850192,-0.006918837721204829,c0_wrong_to_wrong
Can first letter row of QWERTY keyboard spell a palindrome?,0.1769595290210232,-0.13397937603076518,-0.4410783263723276,c0_wrong_to_correct
Can furniture be made of hair?,-0.024075784734270633,0.013401218907847234,0.00020436103475196532,c0_wrong_to_wrong
Can ham make a cut seal up quicker?,0.09636684014117702,-0.016545553821616432,-0.0371145791401174,c0_wrong_to_correct
Can methane be seen by the naked eye?,-0.1792500381208334,0.10134197237602144,0.19983692511308326,c0_correct
Can monkeys use QWERTY keyboards?,-0.05211734744062291,0.04084228400303913,0.10133164693525953,c0_wrong_to_wrong
Can native wolverines be found in Miami?,0.10127614790022499,-0.07970548242980607,-0.12048102372641023,c0_correct
Can nitric acid break the Louvre?,0.08553852464449718,-0.04893550741416164,-0.059909603634822894,c0_wrong_to_wrong
Can numerologists become members of Royal Society?,0.09282736567989391,-0.01714926953151985,0.019300374691914812,c0_correct
Can oysters be preserved without refrigeration? ,-0.23443544874143174,0.15221931129431576,0.2771175481784224,c0_wrong_to_wrong
Can paratroopers be used in a vacuum?,0.11075785757371714,-0.0929909808589085,-0.1059107295377073,c0_correct
Can photography be considered abstract art?,0.08160240231709082,0.03822012235677669,0.024093055298245902,c0_correct
Can professional boxers expect to have low dental bills?,0.17075215453503967,-0.04772835951759841,0.0038357807590797544,c0_correct
Can rowing competitions take place indoors?,0.1853080840887814,-0.09668818581796423,-0.1734721322177062,c0_correct
Can second row of QWERTY keyboard spell Abdastartus's kingdom?,0.12465913113170823,-0.08544785707401176,-0.31276560538734133,c0_wrong_to_correct
Can someone in Uberlandia work for Mitsubishi?,0.09372923045825321,-0.06621319909458051,-0.04828987605108792,c0_wrong_to_wrong
Can someone sell their time through the Toronto Star?,0.02147518795753567,-0.0020550924059458686,-0.06582253853076503,c0_wrong_to_wrong
Can someone with dermatitis be a hand model?,-0.07955386567684986,0.008833399916638618,-0.0418822802473372,c0_correct
Can spiders help eggplant farmers control parasites?,-0.045250681531843306,0.027807521146451575,0.01807575208089418,c0_wrong_to_correct
Can surgery prevent an existential crisis?,-0.03425919955736545,-0.021779908522984393,0.04889829142239599,c0_correct
Can telescopes hear noise?,-0.05024174463196718,0.005893750484171567,0.05885430200483277,c0_correct
Can the Dalai Lama fit in a car?,0.10236882338584963,-0.040836009059522727,-2.2882480625541213e-05,c0_wrong_to_correct
Can the Great Depression be treated with Prozac?,-0.029784994613034188,-0.027445700274213003,0.02094481730465314,c0_correct
Can the Palace of Westminster tell time in the dark?,0.11962035818480277,-0.06934757266287372,-0.06863857503079429,c0_wrong_to_correct
Can the Toyota Hilux tip the scales against Mr. Ed?,0.29027732750402124,-0.2746006734200324,-0.6916769171119912,c0_wrong_to_correct
Can the United Nations Framework Convention on Climate Change be held at the Javits Center?,0.1751544870072772,-0.12147077149229879,-0.536291541312486,c0_correct
Can the Very Large Telescope observe the largest mountain on Earth?,0.04042568627589227,-0.01321557934618961,-0.03006952957014053,c0_correct
Can the largest crustacean stretch out completely on a king-sized mattress?,0.20970803269518978,-0.05865861314230075,-0.07935288722017575,c0_correct
Can the majority of vowels be typed on the first line of a QWERTY keyboard?,-0.05376315726318437,-0.02436040555707364,-0.01620156326676736,c0_wrong_to_wrong
Can the original name of the zucchini be typed on the top row of a QWERTY keyboard?,0.08467110790380017,-0.001655674304696042,0.14577955858061153,c0_correct
Can too many oranges cause diarrhea?,-0.021801827089444448,0.016479283567995995,-0.0013156982747666301,c0_wrong_to_wrong
Can whole genome sequencing be used for COVID-19?,0.09509140726024112,0.011384355629730225,0.0014756626040850485,c0_correct
Can you avoid internet trolls on reddit?,-0.010892123363487438,-0.009081147157948388,0.028566210001949366,c0_correct
Can you buy Casio products at Petco?,0.10177662085132388,-0.03723164823153702,0.00921727849058318,c0_correct
Can you buy a fair trade laptop?,0.28756011269910975,0.015793127408606056,-0.18790685879972313,c0_correct
Can you buy chlorine at a dollar store?,0.010490590144858647,-0.00024818255547104373,-0.04083234572236816,c0_wrong_to_wrong
Can you buy furniture and meatballs in the same store?,-0.0784920664372788,0.026336863175184577,-0.025181612564795897,c0_wrong_to_wrong
Can you conduct surveillance from a teddy bear?,0.31909517270038756,-0.14907801552501068,-0.4775065846964923,c0_wrong_to_correct
Can you drown in a Swan Lake performance?,-0.05423941158403478,0.030528246450186258,-0.023679257263660602,c0_correct
Can you find Bob Marley's face in most smoke shops?,0.41836751514391246,-0.2770758026919581,-0.7109525408401255,c0_wrong_to_correct
Can you find Depala's race in World of Warcraft?,0.08148324110408622,-0.06025078845499712,-0.24798032619820842,c0_wrong_to_correct
Can you find a railroad engineer on TNT?,0.36135855246903226,-0.12015951991154866,-0.43250917680034806,c0_wrong_to_correct
Can you find a snow leopard in the Yucatan?,0.192608157981366,-0.08556461144121777,0.01761186431087791,c0_correct
Can you give at least one word from the Torah to all residents of Bunkie Louisiana?,0.0038017496724627176,0.009428510531565404,-0.024327787653355304,c0_wrong_to_wrong
Can you hide a basketball in a sand cat's ear?,0.08292974528369246,-0.005879604243899328,-0.01599048392332858,c0_correct
Can you hide a pet macaque under your desk?,0.25833811193387957,-0.24034399434940795,-0.6264005629182507,c0_wrong_to_correct
Can you house a giant squid at Soldier Field?,0.13240528102158156,-0.048579315257634814,-0.2521837379536769,c0_wrong_to_correct
Can you only see hippopotamus in Africa?,0.047311040206670096,-0.04742176929733405,-0.0531424619123928,c0_correct
Can you purchase General Motors products at a movie theater?,0.010267470691574077,-0.0480005235314489,-0.20373282364943401,c0_correct
Can you purchase a dish with injera at Taco Bell?,-0.04309188776894912,0.006498891190412248,-0.03653318503283798,c0_correct
Can you put bitcoin in your pocket?,-0.00011599615428092847,0.04924987836990785,0.03482065938731538,c0_wrong_to_wrong
Can you see Stonehenge from a window in Dusseldorf?,0.04960991582937413,-0.06280460768442125,-0.1436799845813186,c0_correct
Can you see live harbor seals in Washington DC?,0.1612966874414652,-0.009655897558352056,-0.02399487304618808,c0_wrong_to_correct
Can you see the Statue of Freedom from the Statue of Liberty?,0.16509680857816966,-0.0884710764967061,-0.11071343433673453,c0_correct
Can you see the moon in Wembley Arena?,0.20539184758920692,-0.0873040091562424,-0.3700805116079474,c0_correct
Can you substitute the pins in a bowling alley lane with Dustin Hoffman's Oscars?,-0.0940416460088479,0.03725248542442583,0.07229810091590094,c0_correct
Can you transport a coin along a sea of mercury?,0.03302616615587417,-0.0027943582243705745,0.010351423845573082,c0_wrong_to_wrong
Can you transport a primate in a backpack?,-0.1399250777528298,0.01313035850266725,0.04042924522341962,c0_wrong_to_wrong
Can you use the T-Mobile tuesdays app if you aren't a T-Mobile customer?,0.016657861960464815,0.0026621383575193835,0.029627155913454883,c0_correct
Can you watch Rick and Morty in Mariana Trench?,0.20628438133979676,-0.21325156223973124,-0.6097451281925595,c0_wrong_to_correct
Can you write a whole Haiku in a single tweet?,0.25998663174110037,-0.21503700100695378,-0.6733178146591716,c0_wrong_to_correct
Can your psychologist say hello to you while you are out at the supermarket?,0.09121208596913288,0.0005039017224122144,-0.05101071364802745,c0_correct
Could ABBA play a mixed doubles tennis game against each other?,0.1438569822305037,-0.029049128453975448,0.02953610285617536,c0_wrong_to_wrong
