question,c0_correct,c3_correct,c0_mean,c0_std,c0_range,c3_mean,c3_std,c3_range,category_primary
Are all limbs required for jujutsu?,True,True,0.9160939973898885,0.16214026706164236,0.5095302504299349,0.8979959530792025,0.24264008298848838,0.8706709535133517,c0_correct
Are all students guaranteed lunch at school in the US?,True,True,0.780514824645791,0.2608479715739305,0.8435068816641761,0.9042823349600567,0.18745389087439193,0.5704276500997385,c0_correct
Are all the elements plants need for photosynthesis present in atmosphere of Mars?,False,False,0.8862412442304081,0.1593647504892108,0.6051331303396605,0.809017472267913,0.26065428175337324,0.7398163310619776,c0_wrong_to_wrong
Are all types of pottery safe to cook in?,True,True,0.9491352391376563,0.12032901869396054,0.4626979358131095,0.922237961514581,0.18134247646062931,0.7583037506578689,c0_correct
Are anchovies associated with Italian food?,True,True,0.8815259098913394,0.2005164406622409,0.7310988594637671,0.9340673819213237,0.18574470921518182,0.744652112260024,c0_correct
Are any letters directly before and after H missing from Roman numerals?,True,False,0.83467738509701,0.23762456567853357,0.7037052031305648,0.9863721200358363,0.050144773954940186,0.22270103697226373,c0_correct
Are any minor league baseball teams named after felines?,True,True,0.9023960475307288,0.22975364431342396,0.8908100624152776,0.9476333739476737,0.16739095876889531,0.7224177260480408,c0_correct
Are any mollusks on Chinese New Year calendar?,True,True,0.9484014627985515,0.07833716424840298,0.2227252443487422,0.9377874134305916,0.15909852990692544,0.6916407287823201,c0_correct
Are any of the destinations of Japan Airlines former Axis Powers?,False,False,0.871398200662166,0.25351717991419387,0.8328622328083404,0.8853955894643024,0.20205248242409327,0.6488091048609061,c0_wrong_to_wrong
Are any of the words that CAPTCHA stands for palindromes?,True,True,0.9784645487301391,0.024970244494371484,0.06487864846078717,0.9458811642912703,0.14602655477903542,0.6930904417196828,c0_correct
Are black and white prison uniforms made to resemble a zebra?,True,True,0.8803471702266591,0.20421008376764732,0.6304771958530491,0.9519056429865174,0.09738789480658445,0.32082482545018265,c0_correct
Are blue lips normal?,True,True,0.9076479240760194,0.2129358679327929,0.8017080919485942,0.9461460427998816,0.11129397487773392,0.4461194922097027,c0_correct
Are both founders of Ben & Jerry's still involved in the company?,True,True,0.8779208527852894,0.221398354609541,0.7208906552028614,0.9450688473593531,0.15975629258466276,0.7773004636204651,c0_correct
Are brown rock fish found in the waters surrounding Saint Kitts and Nevis?,True,True,0.8556909593229161,0.28473065748477655,0.8399614568556186,0.9313987939259073,0.1786562918201078,0.8177532987941258,c0_correct
Are classic nintendo games for emulator legal?,True,True,0.8906008597524545,0.16120870025271072,0.5397734640777891,0.9164200302239183,0.16970656171409781,0.6377464075943389,c0_correct
Are common carp sensitive to their environments?,True,True,0.9257879387351201,0.12609244601222708,0.377550928596861,0.9794762360071245,0.030454400375534648,0.08486568507202685,c0_correct
Are coopers required in the beverage industry?,True,True,0.891021188539862,0.18742500638822876,0.5395618900908108,0.9818695682563141,0.03996376453441931,0.15556780598800302,c0_correct
Are cucumbers often found in desert?,True,True,0.8938202415873124,0.20727445891737306,0.8384765744215849,0.907212285332696,0.17910420630090082,0.6514232295417229,c0_correct
Are deaf people left out of enjoying music?,True,True,0.8511023606382845,0.2232560122705052,0.7777565923973029,0.9669883177939933,0.06287579561996767,0.201941761522202,c0_correct
Are eagles and young bears both used as labels for skills-training youth groups?,False,True,0.8060660387504168,0.26215179056527455,0.7541414245832426,0.9368049271660954,0.12196275591554402,0.5497987062450898,c0_wrong_to_correct
Are emus related to elks?,True,True,0.9547169709530244,0.08617853516815122,0.300579814056123,0.9710390286833628,0.11491706796599467,0.5271189681304734,c0_correct
Are fresh garlic cloves as easy to eat as roasted garlic cloves?,True,True,0.9311572832502902,0.13717843176796096,0.4624010075968873,0.8932927198532148,0.19273255298385278,0.8176350520055199,c0_correct
Are goats found on abyssal plains?,True,True,0.945501113572755,0.08863897466802055,0.22288186754346373,0.786106775005361,0.257284990578764,0.8102909151576386,c0_correct
Are gorillas closely related to humans?,True,True,0.950766492691322,0.1319156535764145,0.5097507442249622,0.9435650065779075,0.18480367567111455,0.8003776854478374,c0_correct
Are ground bell peppers the main ingredient of black pepper?,True,True,0.8551069797334946,0.2086437846137797,0.7003974580741539,0.9086521000785204,0.21443228157120234,0.7145763532533329,c0_correct
Are hippos dangerous to humans?,True,True,0.914927270310886,0.1703625143189594,0.6451819716251721,0.8697890032173456,0.24091668081161635,0.6618371050766383,c0_correct
Are honey badgers and hyenas anatomically dissimilar? ,True,True,0.84256507613209,0.2148671875592533,0.6224641251534186,0.9223093925704642,0.1522240532081399,0.5109500588722711,c0_correct
Are human footprints absent from Mount Sharp?,False,True,0.8741654772964074,0.2027866922426476,0.6124398906101804,0.918134457627323,0.18850011159613217,0.7497063950131886,c0_wrong_to_correct
Are implants from an ORIF surgery affected by the magnetic field of the Earth?,True,True,0.8917879089217353,0.17703155597115106,0.47053869374850266,0.9772650518292806,0.06159860064766036,0.25941249047625214,c0_correct
Are kayaks used at the summit of Mount Everest?,False,False,0.8489129991029961,0.27394306709556976,0.8385118266490874,0.883360375648311,0.20906108338238918,0.752576336624497,c0_wrong_to_wrong
Are leaves from coca good for gaining weight?,True,True,0.8879624365753729,0.18779104420452772,0.6080854432990266,0.914300177980309,0.13977264128626496,0.43784239581222484,c0_correct
Are lengths measured in metres in the UK?,True,True,0.9291802664746701,0.17444579566442506,0.600180691725241,0.9999083240844661,0.0001944191646412487,0.0007252198406230148,c0_correct
Are looks the easiest way to tell rosemary from lavender? ,True,True,0.8912766143520447,0.1895973101965232,0.649930303876981,0.9050518127332049,0.16599519106013957,0.4378279875297322,c0_correct
Are monks forbidden from engaging in warfare?,False,True,0.8118896084986994,0.26297198633615054,0.7059503513177505,0.9433435803863114,0.1619382453783107,0.6801738440795841,c0_wrong_to_correct
Are months based on the solar cycle?,False,True,0.8727471599955033,0.2235091323322194,0.6551993373512677,0.9831018488415487,0.0735996337491046,0.3208265864146831,c0_wrong_to_correct
Are moose used for work near the kingdom of Arendelle?,False,False,0.90350401531978,0.18538139962919273,0.6243612196330945,0.8978326783513438,0.22343233988898828,0.777302295414824,c0_wrong_to_wrong
Are more people today related to Genghis Khan than Julius Caesar?,True,True,0.8834936845563389,0.17739316266267396,0.5221997516530015,0.9208030899166351,0.14568425300504392,0.5752070092657201,c0_correct
Are multiple Christmas Carol's named after Saints?,True,True,0.8699902713279144,0.25279375213429095,0.8545131254818839,0.9711762096594306,0.07794724513186821,0.37607328687528496,c0_correct
Are pancakes a bad snack for cats?,False,True,0.9098041380485502,0.12676594796597485,0.43800494926101186,0.9399137253131117,0.14908683027278652,0.6754522035654997,c0_wrong_to_correct
Are pancakes typically prepared in a pot?,True,True,0.9052989331895535,0.1966672588212283,0.5982612951549993,0.9364104117213263,0.1589613938159115,0.7062571191939533,c0_correct
Are paratroopers good at mountain rescue?,True,True,0.9570936479575155,0.08866757584620638,0.300350321854828,0.9287485032421384,0.1738669162996712,0.545913771887679,c0_correct
Are peaches best eaten when firm?,True,True,0.9738975796543733,0.048441622204402755,0.1824312219306985,0.983989966650056,0.05252164404635194,0.18245847423040484,c0_correct
Are pennies commonly used in Canada?,True,True,0.8532942891380203,0.24312700149483418,0.7488672788934638,0.9967349594398897,0.01376653745827356,0.060094255253275386,c0_correct
Are people more likely than normal to get sunburn at Burning Man?,True,True,0.8718931110159079,0.18327581294105982,0.5646750588780195,0.8555865279441675,0.22215809723071536,0.7843260542396309,c0_correct
Are pirate lieutenants like navy lieutenants?,False,False,0.8921282421654136,0.1685183062056827,0.4525096786138323,0.9162622312708811,0.1646924546959819,0.644942190113005,c0_wrong_to_wrong
Are psychiatric patients welcome to join the United States Air Force?,True,True,0.9085954613859668,0.1654882259515814,0.530695637663946,0.9719398663615829,0.09231086600040159,0.42082152659447203,c0_correct
Are quadrupeds represented on Chinese calendar?,True,True,0.9168590801106998,0.18762587611217943,0.7459050672625711,0.9540010973230612,0.14772824412626423,0.6836296357566498,c0_correct
Are queen bees unnecessary for growing apples?,False,False,0.9550315096580015,0.073785897554279,0.22554476225476316,0.9320987794904062,0.11908017497848279,0.4378245361886379,c0_wrong_to_wrong
Are rainbows devoid of color made by mixing yin and yang colors?,False,False,0.8559245936515854,0.25856595818793326,0.8289842387351956,0.9703185063652123,0.08024345276233615,0.36443334531368243,c0_wrong_to_wrong
Are raw carrots better for maximizing vitamin A intake?,True,True,0.9364699851608748,0.1594283047045168,0.5995611043119701,0.8969300501793268,0.16880959093214468,0.6478508027670058,c0_correct
Are red legs a sign of failing health in those with Anorexia Nervosa?,False,True,0.8549691746476058,0.25013640770823525,0.7773021095813004,0.9535122665116702,0.13621256114012223,0.5064444068888685,c0_wrong_to_correct
Are right wing Amreicans opposed to marxism?,True,True,0.9132482819506973,0.16549139173538846,0.5316138658278428,0.972760970840107,0.08672919012373358,0.32084198959918064,c0_correct
Are ropes required to operate a frigate?,False,True,0.8808393364312495,0.19387521289501627,0.6718106632119657,0.9724963325944006,0.06878401397383692,0.2454965929274544,c0_wrong_to_correct
Are sables related to wolverines?,False,True,0.9536211482061687,0.12332891684131965,0.5223573290802481,0.9601267691680908,0.09055382474347917,0.28455710903246023,c0_wrong_to_correct
Are saltwater crocodiles related to alligators?,False,False,0.9825104148877509,0.03740286914049187,0.14899622694409398,0.8217470639582163,0.2357483660261724,0.7337723098836253,c0_wrong_to_wrong
Are sea turtles enjoying life during quarantine?,False,False,0.9126800623926777,0.14756750222431597,0.5041302282294267,0.7733049156229773,0.2325116347378264,0.8090701542927172,c0_wrong_to_wrong
Are seasons of Survivor surpassed by number of Ancient Greek letters?,True,True,0.9742850237835694,0.060702377726620106,0.23300255798867398,0.9554703870461346,0.11580337292145254,0.4116161038233388,c0_correct
Are selfies more dangerous than plague in modern times?,False,True,0.8200790492539,0.23309025240183068,0.7952967519720923,0.8501192030997902,0.2748665790554259,0.8599669673791928,c0_wrong_to_correct
Are sesame seeds glued onto hamburger buns?,True,True,0.8409990208274266,0.222082636753023,0.6521975919031757,0.9796451855516116,0.06590379585086226,0.32125155373300285,c0_correct
Are slime lilies in a different scientific family than asparagus?,False,True,0.9274349872703737,0.2014667210009471,0.7981884528311749,0.9462815825824148,0.13238145076818222,0.500001371857275,c0_wrong_to_correct
Are some Brazilian Navy ships built in Britian?,True,True,0.8740754048862619,0.17944728011482122,0.4842759296789537,0.9653439863000075,0.10581792653821344,0.3692618158833155,c0_correct
Are some Do It Yourself projects potentially lethal?,True,True,0.8994301112778483,0.15465267208778097,0.43782540740295217,0.9062333113716281,0.18265952274667954,0.6032685821646198,c0_correct
Are some adherents to Christianity in China historic enemies of Catholic Church?,True,False,0.7703643021502109,0.2181348018988775,0.5352071277982806,0.7896971617354279,0.25917917801939716,0.6791833567229462,c0_correct
Are some chiropractic manipulations dangerous?,True,True,0.9186291858063956,0.15134655672590763,0.5602584065645828,0.9316966423853458,0.15001832775360477,0.5007216495487192,c0_correct
Are some types of pancakes named after coins?,True,True,0.772459722850333,0.2773255324918657,0.7060672313374163,0.9928759450263359,0.015690813802855755,0.06025988241725755,c0_correct
Are swastikas used in the most common religion in India?,False,True,0.8981950564353267,0.21302529112573845,0.7611647001882421,0.9813349779228773,0.04604019838991725,0.18245322363446104,c0_wrong_to_correct
Are tampons a good 24 hour solution for mentruation?,True,True,0.878957469929236,0.21951110272538418,0.665644678263965,0.9159193160999112,0.20232639500063826,0.8090000387388465,c0_correct
Are the Great Lakes part of an international border?,True,True,0.9344680744562265,0.144098717141748,0.5061041269267006,0.9999467456985585,0.0001584883843301832,0.0007453365653299349,c0_correct
Are the brooms from curling good for using on house floors?,True,True,0.9098079996272187,0.19030692850156472,0.6558658423053899,0.8920235109950673,0.1732135694165443,0.5096970328409056,c0_correct
Are the colors on Marlboro package found on French flag?,True,True,0.9235216402737388,0.13048674515995637,0.4081408892129803,0.9296074928407777,0.15962550966274533,0.5393418993339656,c0_correct
Are the headquarters of All Nippon Airways near a beach?,True,True,0.7996268903734434,0.25991666262544816,0.7122319032277993,0.9195912988816741,0.1719040777057378,0.5979063860023182,c0_correct
Are the knights in the Medieval Times show not authentic knights?,True,True,0.8830641876121723,0.21658427073110603,0.6491013698565611,0.8727074600016046,0.21838802748298827,0.877144504143894,c0_correct
Are the majority of Reddit users familiar with the Pledge of Allegiance?,False,False,0.8173875949221987,0.2556087443968527,0.7784638208651097,0.9229974736010629,0.15844095844766123,0.8175838480700947,c0_wrong_to_wrong
Are the names of The Powerpuff Girls alliterative? ,True,True,0.9300994114079766,0.16737205280031492,0.6668036563311859,0.9726346302057642,0.07345779056318388,0.2785479481222365,c0_correct
Are there Pink music videos that are triggering for eating disorder patients?,True,True,0.8219885015371918,0.20781459697987273,0.6522087448081277,0.9375802911425463,0.14074974918302322,0.5000315904160617,c0_correct
Are there any chives hypothetically good for battling vampires?,False,True,0.885122397644245,0.21345333706499678,0.667964356425967,0.9646460501362676,0.0814404309827592,0.299323878998502,c0_wrong_to_correct
Are there any official American knights?,True,True,0.8525039005907686,0.193994583317473,0.6832447538247948,0.9357239898378801,0.16113012587315323,0.5000017890884696,c0_correct
Are there enough Jonny Cash records in the world to give one to each French citizen?,False,True,0.9128782787827817,0.17233220453069412,0.6507399599442488,0.9214277310701536,0.15653136036213736,0.6363242084407976,c0_wrong_to_correct
Are there enough people in the Balkans to match the population of Japan?,True,True,0.9114067799746008,0.15632208130587538,0.5482431362738368,0.8803931478472388,0.1897868290253821,0.509064678408008,c0_correct
Are there multiple American government holidays during winter?,True,True,0.9307773586915171,0.17265248829493887,0.7371400967824566,0.8867694938974233,0.1954016222121733,0.6006153488107275,c0_correct
Are there multiple Disney Zorro?,False,True,0.8910864668088542,0.1728311985986954,0.44954746403171897,0.9641567971466434,0.11015785926768912,0.46503255050948844,c0_wrong_to_correct
Are there multiple Star Wars TV shows produced by Disney?,True,True,0.9212269395118937,0.15645884265833354,0.58842778081036,0.9649549103454277,0.1365226098758732,0.763843019610073,c0_correct
Are there people who are men who experience menstruation?,False,False,0.8785216443102888,0.18262835372856753,0.5880257076093958,0.875013602950755,0.21039494281925097,0.7601881049419468,c0_wrong_to_wrong
Are there some countries where waiting staff need no tip?,True,True,0.8935798415469798,0.16970026956973705,0.6057726706556243,0.9301261122065918,0.12478301029398983,0.3782421230487577,c0_correct
Are there special traffic laws associated with funerals?,True,True,0.8376450154958266,0.2663457794099143,0.7122496381751826,0.8466465694986688,0.19575700412502117,0.6428821044133779,c0_correct
Are there tearjerkers about United Airlines flights?,False,False,0.8270251877209852,0.26745649381384057,0.8519533739555827,0.8089518692518398,0.24113156285570847,0.7951180719268622,c0_wrong_to_wrong
Are there winged statuettes in the home of the creator of Law & Order?,False,True,0.8624539471515577,0.23135626713399018,0.7310728291266406,0.932917437048513,0.18006873939509876,0.7132139091391253,c0_wrong_to_correct
Are those incapable of reproduction incapable of parenthood?,True,True,0.868067540786133,0.22889154884168897,0.6923528516509336,0.8943084621206379,0.22014003279729455,0.744105528684988,c0_correct
Are twinkies considered artisan made products?,True,True,0.9413399206842015,0.17351529921993072,0.6726601788272941,0.964587544542986,0.11819120416948331,0.503158624347635,c0_correct
Are twins always born during the same year?,True,True,0.9237611428238182,0.16272088855971314,0.6007188165244371,0.9140331168247225,0.1768347841868914,0.5513031624379778,c0_correct
Are two cans of Campbell's Soup a day good for hypertension?,True,True,0.968917194930349,0.09059102010821109,0.33048333443797495,0.9734635734492203,0.06206353943206212,0.24834917407491774,c0_correct
Are vinegar pickled cucumbers rich in lactobacillus?,True,True,0.9454097450378556,0.10141809494068546,0.3208395607365201,0.9803884415968226,0.059427008120141914,0.26935872419294393,c0_correct
Are you likely to find a crucifix in Karachi?,True,True,0.818121459260303,0.2505444992848978,0.7278035917948243,0.8351648672951666,0.26704025019820166,0.8136138163725102,c0_correct
Are you likely to hear Rammstein playing in smooth jazz clubs?,True,True,0.9793931684371256,0.03829984420208312,0.10905490323665945,0.9883040799021805,0.024512460144226943,0.08113983222026966,c0_correct
"At a presentation about post traumatic stress disorder, would Ariana Grande be a topic of relevance?",False,True,0.9218442952229792,0.12418688892918667,0.327246476663973,0.9571427355023981,0.12489043921324208,0.5717172530409951,c0_wrong_to_correct
Can 1980 United States presidential election result be considered a photo finish?,True,True,0.8724093980580752,0.1900079575493788,0.5698776976167379,0.8412336637078494,0.21588599681371545,0.6340760841330599,c0_correct
Can Aerosmith fit in a 2020 Mitsubishi Outlander?,False,True,0.9012955910792643,0.17968020117116443,0.6832189248169565,0.8941715217224635,0.18382623449833277,0.6632391498811188,c0_wrong_to_correct
Can Aerosmith legally drive in the carpool lane?,False,True,0.8933467036401731,0.25260855931969833,0.8519546799412725,0.8668857639520755,0.21995565154415825,0.7676073735849793,c0_wrong_to_correct
Can Africanized bees be considered multicultural?,False,True,0.8525024090348454,0.24973105644589302,0.759965817558417,0.9491030724158657,0.11680571323109898,0.4898535800603979,c0_wrong_to_correct
Can Arnold Schwarzenegger deadlift an adult Black rhinoceros?,True,True,0.8848182395386381,0.20627878870212876,0.6448585437116311,0.8896938139942958,0.22269278409586063,0.7990231877728294,c0_correct
Can Billie Eilish afford a Porsche?,True,True,0.9009723438429791,0.2179553500848669,0.8010857152771397,0.9901390704948927,0.04980526437763325,0.2638807621145256,c0_correct
Can Curiosity (rover) kill a cat?,False,False,0.9288726107837401,0.15095136678509316,0.5615043433091031,0.7994462133997859,0.29227152878133134,0.7556336691033454,c0_wrong_to_wrong
Can Cyril Ramaphosa become Secretary General of NATO?,True,True,0.8851292229209771,0.2137357855432426,0.7213279777359275,0.9654655070295435,0.0967573906745341,0.3786023497053469,c0_correct
Can DRL Racer X drone get across Brooklyn Bridge in 18 seconds?,True,False,0.8875510928407047,0.19336443861986927,0.7942006187649748,0.9298228833660082,0.15723211111055296,0.7055409226770446,c0_correct
Can Darth Vader hypothetically outdunk Bill Walton without using The Force?,True,True,0.7962486488742065,0.242337301987608,0.762867001689653,0.8935298448036958,0.19444820950186925,0.7714364393970837,c0_correct
Can Family of Barack Obama ride comfortably in 2020 Jaguar F Type?,True,True,0.9208941083195511,0.1986900451169466,0.8175761064366689,0.9909388802885459,0.025791611665338818,0.10882329783827549,c0_correct
Can Harry Potter book a flight on Asiana Airlines?,False,True,0.8883556296688496,0.20269714513465276,0.7323655215438352,0.9941070244956204,0.018707235344652143,0.06765512677052343,c0_wrong_to_correct
Can Hulk's alter ego explain atomic events?,False,True,0.8795156199313682,0.22237495864313583,0.6844637172021022,0.9856552777464206,0.042560165120962515,0.15634996896710418,c0_wrong_to_correct
Can I find my home with latitude and longitude?,True,True,0.8799539296689004,0.21485674132121071,0.7943185896222034,0.9593638261349541,0.12987826344380018,0.5229271235944478,c0_correct
Can I hold Bing in a basket?,True,True,0.9338102693406855,0.16219439049459008,0.5897356376304752,0.9581427798253889,0.10727017844146938,0.46880165594092504,c0_correct
"Can I ski in Steamboat Springs, Colorado in August?",True,True,0.9666404192290055,0.059605183171265175,0.22479622115630504,0.908955790202584,0.14550558891824056,0.4767503645007489,c0_correct
Can Jabberwocky be considered a sonnet?,True,True,0.9449031160607827,0.14491257628808182,0.6338869359312724,0.9133637539839439,0.18510041597850727,0.650572172072531,c0_correct
Can Josh Blue participate in Paralympics Games? ,True,True,0.9105800953589499,0.1791434460842878,0.7431297704853826,0.9867049983642866,0.05894955551062082,0.27044123988980007,c0_correct
Can Justin Timberlake ride Shipwreck Falls at Six Flags?,False,True,0.8644855258376308,0.20962609894040987,0.6791831655012686,0.962253992434858,0.12689962172832708,0.5639655727498585,c0_wrong_to_correct
Can Kate Gosselin's household fill out a Bandy team?,True,True,0.9589545965231254,0.09239563435319412,0.4160378814205542,0.9067579799190297,0.18722703585560949,0.7310972566832943,c0_correct
Can Kit & Kaboodle hypothetically help someone past the Underworld gates?,True,True,0.8600879295453747,0.22775464845813334,0.7039592294330472,0.9221228561258127,0.1298894964199012,0.5031758890409738,c0_correct
Can Larry King's ex-wives form a water polo team?,False,False,0.8835075294827763,0.20158242432349507,0.6794816002244425,0.9224485787857375,0.18583295679619158,0.7716132578404697,c0_wrong_to_wrong
Can Michael Jordan become a professional cook in America? ,True,True,0.7945978643700397,0.2576223288811888,0.6883380262027461,0.8966473622659107,0.15542128131333652,0.47959565735892207,c0_correct
Can Paprika be made without a dehydrator?,True,True,0.889188852585402,0.16529516428886332,0.49698712415488255,0.9425524596103915,0.10379582025926039,0.32612171632689,c0_correct
Can Reiki be stored in a bottle?,True,True,0.8651355550946058,0.21518348121851194,0.7344866658135147,0.936801104813247,0.1326818204198375,0.5331932814288984,c0_correct
Can Spartina Patens thrive in the Sahara Desert?,True,True,0.9126479684394367,0.15169483587410149,0.46238895914461464,0.917890786136092,0.20679138709217953,0.8177150361729755,c0_correct
Can Viper Room concert hypothetically be held at National Diet building?,False,True,0.9515362210868041,0.10572838695638984,0.378082264199463,0.8241584563142212,0.2607004807532544,0.832572959791484,c0_wrong_to_correct
Can a Goblin shark hypothetically ride a bike if it had limbs?,True,True,0.9087449299618252,0.15299292702862594,0.518666017785991,0.9105644344448917,0.16598305952170722,0.5966701592591075,c0_correct
Can a Muslim eat a McRib sandwich?,True,True,0.9154048605932817,0.19689667469622815,0.758469998848737,0.9692893720082222,0.09825781208836946,0.4391390342444649,c0_correct
Can a New Yorker get their eyes checked by Rand Paul legally?,False,True,0.8795189285047986,0.18428734936680122,0.6145832476738332,0.9518989960722546,0.12403720405849165,0.5115938128733859,c0_wrong_to_correct
Can a Reconstruction era coin buy DJI Mavic Pro Drone?,False,False,0.8056753581415993,0.2445130515089296,0.7057853084300083,0.9065550363373154,0.17643333244110723,0.7335678463286759,c0_wrong_to_wrong
Can a banana get a virus?,True,True,0.9540166018449908,0.11719269548597563,0.41498751123618594,0.950657356085517,0.1512637365349165,0.5879102310848372,c0_correct
Can a blind person tell time by Big Ben?,True,True,0.9643034460181819,0.0874308194122371,0.3528403213665948,0.9999113466672838,0.0002151839353205512,0.0007240294840297201,c0_correct
Can a cell fit inside of a shoebox?,True,True,0.925187283572538,0.1603504730628757,0.5343778231652165,0.9448285768938948,0.1232976386663944,0.43833731378186136,c0_correct
Can a cheetah generate enough force to topple Big Show?,False,True,0.883057462239804,0.17236481160513217,0.5203134260402849,0.8919209807309264,0.1770191631148251,0.5962153002901307,c0_wrong_to_correct
Can a chess board be converted to a Shogi board?,True,True,0.9312428504150151,0.13080905580696045,0.4158771908747487,0.9414307860465075,0.1386789790883613,0.503542303875544,c0_correct
Can a copy of The Daily Mirror sustain a campfire?,False,True,0.8253048357548414,0.2580404637918814,0.7398465391944711,0.9324552520655679,0.13195230521711007,0.52232900086711,c0_wrong_to_correct
Can a diamond float on water?,True,True,0.8925015094971849,0.20745868282954788,0.7363553561583589,0.9814094333672178,0.05804119558799637,0.23666731015946874,c0_correct
Can a firewall protect against a short circuit?,True,True,0.9053495601675366,0.14115084715622164,0.40698290110657087,0.9025461567022063,0.14977144406461448,0.5000000605569683,c0_correct
Can a goat be used for one of the ingredients in French toast?,False,False,0.9023168554391845,0.18739383844388705,0.6446814921049308,0.7515846124544774,0.23131451770517153,0.756119261463507,c0_wrong_to_wrong
Can a greyhound walk on two legs?,True,True,0.8881407392923204,0.18621985382565967,0.5763296895758172,0.9966530723325155,0.007857598906282749,0.023493704655786152,c0_correct
Can a honey bee sting a human more than once?,True,True,0.9216249251975321,0.15208787174176056,0.6122351902803165,0.9280893001672429,0.14480902361700013,0.587722211665935,c0_correct
Can a jet plane be made without society?,True,True,0.8636424299984145,0.17286781449888325,0.5394615155294917,0.9204838547639884,0.19654464777562852,0.7246504395365749,c0_correct
Can a minor replicate the double-slit experiment?,True,True,0.9125181353956655,0.1591540138321899,0.5345442296294934,0.9540190019395824,0.12822054583897552,0.5134870538552812,c0_correct
Can a minotaur hypothetically injure a tibia playing football?,True,False,0.9141803282562202,0.1340879080314444,0.4139374874107532,0.8949971965835887,0.2138780459970269,0.7982725173677914,c0_correct
Can a person be diagnosed with a Great Depression?,True,True,0.9019482130111682,0.16683512626549427,0.5754487429761008,0.9966197257063181,0.01089803829660889,0.047432775650728565,c0_correct
Can a quarter fit inside of a human kidney?,False,True,0.9392633995788715,0.15590969973731755,0.585260794280732,0.8845077735083663,0.196774714932747,0.7632260217153959,c0_wrong_to_correct
Can a sesame seed grow in the human body?,True,True,0.9183362515605149,0.16198138620024494,0.6029478934141255,0.9297688633509316,0.1490977166935022,0.5030956608801926,c0_correct
Can a single honey bee sting multiple humans?,True,True,0.9173504234501784,0.18325387836107854,0.6791376897499979,0.8938464230309028,0.18039279297631947,0.6417236396145893,c0_correct
Can a sniper shoot a fish past Bathypelagic Zone in ocean?,True,True,0.8815434913470723,0.19621195350673534,0.6377674375886655,0.9145072542801831,0.1570151103516309,0.5063165388055697,c0_correct
Can a snow leopard eat twice its own body weight?,False,True,0.8364321567614688,0.19031052512777502,0.5093086630525292,0.9705526326613271,0.06119880331972022,0.2420200597025377,c0_wrong_to_correct
Can a snow leopard swim?,True,True,0.8989478938142575,0.2091502356657545,0.6295855297623473,0.9685535507194472,0.11539345767741856,0.5002582011873253,c0_correct
