question,c0_correct,c3_correct,c0_mean,c0_std,c0_range,c3_mean,c3_std,c3_range,category_primary
Are raw carrots better for maximizing vitamin A intake?,False,False,0.6829496320654491,0.3534756632728883,0.9146759593555436,0.6838267083980079,0.36903548034465594,0.9369549376255116,c0_wrong_to_wrong
Are red legs a sign of failing health in those with Anorexia Nervosa?,False,True,0.7461670607327507,0.3086855421023319,0.9170309698475869,0.8711842932499511,0.24316441183693427,0.931108011386307,c0_wrong_to_correct
Are right wing Amreicans opposed to marxism?,False,True,0.7318079215979559,0.2354927108329126,0.6304230374414206,0.7692796685643124,0.29598274525545704,0.8939713595159507,c0_wrong_to_correct
Are ropes required to operate a frigate?,False,False,0.8184333559925354,0.2921528302326545,0.9153070232546201,0.9087136547139317,0.2407228965606337,0.8832406893576144,c0_wrong_to_wrong
Are sables related to wolverines?,False,False,0.6814086566780695,0.33112016637873215,0.9381501280312756,0.8509523581338143,0.2475321872407647,0.8011437571028711,c0_wrong_to_wrong
Are saltwater crocodiles related to alligators?,False,False,0.7654572969255032,0.30700752251925073,0.9118440071930101,0.7132560518241944,0.3702384122973731,0.858217292860397,c0_wrong_to_wrong
Are sea turtles enjoying life during quarantine?,False,True,0.6050626038084823,0.3448109347904727,0.9372546262743369,0.7870841309306339,0.2846886003453054,0.914916718963819,c0_wrong_to_correct
Are seasons of Survivor surpassed by number of Ancient Greek letters?,True,False,0.8817064464293112,0.18978239164145383,0.711272705780331,0.8931805711711835,0.1933933628441313,0.45002709953036113,c0_correct
Are selfies more dangerous than plague in modern times?,False,False,0.5839163343813685,0.3456296791129105,0.9558510663004757,0.573725210997282,0.35237143084641015,0.9457621877239676,c0_wrong_to_wrong
Are sesame seeds glued onto hamburger buns?,True,True,0.6376731241593614,0.356347925411801,0.9125139820506835,0.7717016712060857,0.3027915692309122,0.9071011473339623,c0_correct
Are slime lilies in a different scientific family than asparagus?,True,True,0.6984724374567689,0.3398135440159027,0.9352420367190508,0.8358326135440709,0.2849277097028172,0.8412637885233578,c0_correct
Are some Brazilian Navy ships built in Britian?,False,True,0.7066986388684724,0.29421234035486954,0.8606708472536582,0.7101329201533862,0.32718971217869014,0.9219044250294075,c0_wrong_to_correct
Are some Do It Yourself projects potentially lethal?,False,False,0.5408624319686517,0.32296147559936417,0.9338423823596618,0.5356290679781592,0.33469650582621185,0.9150968315742933,c0_wrong_to_wrong
Are some adherents to Christianity in China historic enemies of Catholic Church?,False,False,0.7372279777904203,0.3227378608107886,0.8596491092452665,0.6332408428644328,0.337747189970445,0.8949658509734224,c0_wrong_to_wrong
Are some chiropractic manipulations dangerous?,False,False,0.6992358937620956,0.3127076803884874,0.8121729918325049,0.5585165515786877,0.33490167259879594,0.8825353860504216,c0_wrong_to_wrong
Are some types of pancakes named after coins?,False,False,0.6288929978647162,0.3419481911902962,0.9129681663919843,0.5959268021473181,0.3442552280708275,0.9057661865779307,c0_wrong_to_wrong
Are swastikas used in the most common religion in India?,False,True,0.7808322962200104,0.27580695122562293,0.8328464974296133,0.7046874988255326,0.29980794870565275,0.8934926539536461,c0_wrong_to_correct
Are tampons a good 24 hour solution for mentruation?,True,True,0.5781203312982146,0.36048143761596135,0.9030593323077742,0.6405505624891296,0.3262286958266398,0.870110973811286,c0_correct
Are the Great Lakes part of an international border?,False,False,0.6943288197933561,0.32007330001010026,0.842386509129549,0.772588526138393,0.2925752884581887,0.8902792254415013,c0_wrong_to_wrong
Are the brooms from curling good for using on house floors?,True,True,0.6572960916704271,0.32719122754498586,0.8857120133923962,0.7557585170237949,0.29082738190678153,0.9468179938404294,c0_correct
Are the colors on Marlboro package found on French flag?,True,True,0.6864859535751904,0.3385156658400292,0.8668146208808517,0.8544292334211342,0.23289152865637378,0.901692287871197,c0_correct
Are the headquarters of All Nippon Airways near a beach?,True,True,0.9023044464891837,0.15592776030068625,0.6315834486477298,0.8608098808290845,0.20609556864656672,0.9095328512156218,c0_correct
Are the knights in the Medieval Times show not authentic knights?,False,False,0.6624687379237023,0.33534448940618844,0.8784873448485688,0.7567750190321966,0.3085918472879616,0.9345241727383735,c0_wrong_to_wrong
Are the majority of Reddit users familiar with the Pledge of Allegiance?,False,False,0.794517399276952,0.3343370436829643,0.8575849218186716,0.7151266203175893,0.3446476553603603,0.9421894449442307,c0_wrong_to_wrong
Are the names of The Powerpuff Girls alliterative? ,False,False,0.47436455156704366,0.356207410175155,0.9112005792048397,0.8245406802642247,0.2922747538217987,0.9195271536030655,c0_wrong_to_wrong
Are there Pink music videos that are triggering for eating disorder patients?,False,True,0.5502605771849529,0.34038802064326157,0.9251687990261279,0.6282657553137937,0.35286511524213315,0.9044334938139036,c0_wrong_to_correct
Are there any chives hypothetically good for battling vampires?,False,True,0.6005335820556084,0.3221474869788966,0.8794077417458086,0.881817813626798,0.20229098907676776,0.8076187284150893,c0_wrong_to_correct
Are there any official American knights?,True,True,0.7347135870816028,0.32046899914830007,0.9253994442362117,0.8482940880666515,0.16227063638665581,0.5162173205595303,c0_correct
Are there enough Jonny Cash records in the world to give one to each French citizen?,False,True,0.6635504222813725,0.33146025780995686,0.894881700528682,0.9358050163208869,0.08414640988949139,0.20300744739707355,c0_wrong_to_correct
Are there enough people in the Balkans to match the population of Japan?,True,True,0.6635888359453236,0.324167549338171,0.9324493410609899,0.6659460718072313,0.3076128165834808,0.9148827477610758,c0_correct
Are there multiple American government holidays during winter?,False,False,0.5575099163252769,0.3275428138342255,0.8791226900429743,0.5489502129026683,0.354910388703547,0.9349597986883542,c0_wrong_to_wrong
Are there multiple Disney Zorro?,False,False,0.7442475869796262,0.2774883425900022,0.8862816152374651,0.48363370088031904,0.3368516231314122,0.9379429511736458,c0_wrong_to_wrong
Are there multiple Star Wars TV shows produced by Disney?,False,False,0.8315324661117055,0.1999602609148447,0.7378574430901835,0.641463734961618,0.34876343393112014,0.9247658004879731,c0_wrong_to_wrong
Are there people who are men who experience menstruation?,False,False,0.6019625627465272,0.3118395230529128,0.8358237976608698,0.6930479081906751,0.34035085441905527,0.9000553151763342,c0_wrong_to_wrong
Are there some countries where waiting staff need no tip?,False,False,0.5528800442707432,0.3198924184221817,0.9206253779656547,0.6493416138562353,0.33315493403150914,0.9193753886420537,c0_wrong_to_wrong
Are there special traffic laws associated with funerals?,False,False,0.5597575888244504,0.32088163746322274,0.9269448288540612,0.5578985462305094,0.3500791345185879,0.9487250502523543,c0_wrong_to_wrong
Are there tearjerkers about United Airlines flights?,False,False,0.7220841453737248,0.3339554248688323,0.8998489623390064,0.6198916822221965,0.37580252485911125,0.9233162378627396,c0_wrong_to_wrong
Are there winged statuettes in the home of the creator of Law & Order?,False,True,0.8119648595316955,0.2630070122638819,0.8389618229682214,0.9295781511157513,0.1168733321276225,0.2761127041634751,c0_wrong_to_correct
Are those incapable of reproduction incapable of parenthood?,True,False,0.7474722058557269,0.2906685479608075,0.888464368273733,0.7309691327647523,0.2812935028305115,0.9064712348975479,c0_correct
Are twinkies considered artisan made products?,True,True,0.6013032584196627,0.3222757381141882,0.8858179333272904,0.7869271303404031,0.24832483144732242,0.7932091428276501,c0_correct
Are twins always born during the same year?,False,True,0.9089485103746798,0.1311754068396853,0.471299458212017,0.6552958150703317,0.3528277036445776,0.9380887950567492,c0_wrong_to_correct
Are two cans of Campbell's Soup a day good for hypertension?,True,True,0.7057562598140517,0.29309691142080785,0.8465985405362328,0.6908761655899105,0.34273459770724024,0.9359900371608283,c0_correct
Are vinegar pickled cucumbers rich in lactobacillus?,True,True,0.6813346743681336,0.3372783552893882,0.8765766784643022,0.7036507757161752,0.31291374139496286,0.8936662952655258,c0_correct
Are you likely to find a crucifix in Karachi?,True,True,0.6919921808334656,0.28793986410773065,0.8753404365093201,0.6225901021994859,0.30851143136135406,0.909740934341049,c0_correct
Are you likely to hear Rammstein playing in smooth jazz clubs?,True,True,0.6956642551670965,0.34114859590238567,0.9194851870937979,0.7071080135031076,0.3233133062376217,0.8950753413340379,c0_correct
"At a presentation about post traumatic stress disorder, would Ariana Grande be a topic of relevance?",False,True,0.6115074450740676,0.3427999679031215,0.8992310650872006,0.7174395902639091,0.31489189549339897,0.9393596276294255,c0_wrong_to_correct
Can 1980 United States presidential election result be considered a photo finish?,True,True,0.808974320513831,0.3097813750785478,0.9253945529026117,0.7284050692533066,0.3104782015453779,0.9427397645416454,c0_correct
Can Aerosmith fit in a 2020 Mitsubishi Outlander?,False,False,0.8489020466864762,0.20179695973698822,0.3887417469460068,0.6834719161309032,0.3693391597298967,0.9291343913565758,c0_wrong_to_wrong
Can Aerosmith legally drive in the carpool lane?,False,True,0.6126381196633284,0.35612374654904905,0.9341883520865611,0.844177887744259,0.2489873604348231,0.592423027660654,c0_wrong_to_correct
Can Africanized bees be considered multicultural?,False,False,0.5842734226634323,0.34946400439988007,0.9006937167597823,0.6974419498339394,0.3103797478879869,0.9473519869340966,c0_wrong_to_wrong
Can Arnold Schwarzenegger deadlift an adult Black rhinoceros?,True,True,0.5549995994199942,0.3791586743832874,0.9327752299138761,0.6354463506843049,0.3523112151744657,0.9539596217439481,c0_correct
Can Billie Eilish afford a Porsche?,False,False,0.6298932886776248,0.32323063767986204,0.90747893545726,0.729996031843714,0.35684609375151255,0.8593779664913189,c0_wrong_to_wrong
Can Curiosity (rover) kill a cat?,False,False,0.7030503708249203,0.27446985755247505,0.8820409680659229,0.8390751660535719,0.2417224244313541,0.8828566286502743,c0_wrong_to_wrong
Can Cyril Ramaphosa become Secretary General of NATO?,True,True,0.71757526842136,0.32955287510340503,0.876929077983758,0.622677148883157,0.3472429606859592,0.914121792365121,c0_correct
Can DRL Racer X drone get across Brooklyn Bridge in 18 seconds?,True,True,0.5658052525665861,0.34371007861081193,0.9384169020323867,0.7486381875901571,0.3122919498185222,0.9090214661995336,c0_correct
Can Darth Vader hypothetically outdunk Bill Walton without using The Force?,True,True,0.5083895481853746,0.3381769668566909,0.931406774448676,0.6564696093009037,0.316739923782744,0.9114699809484267,c0_correct
Can Family of Barack Obama ride comfortably in 2020 Jaguar F Type?,True,True,0.7086929972924991,0.30313559771110893,0.9026728723645511,0.7518011613828917,0.3297957692079587,0.6350839351499613,c0_correct
Can Harry Potter book a flight on Asiana Airlines?,True,True,0.6839348584117717,0.29386806608013133,0.9040158028771119,0.7109807776045859,0.28895282411434536,0.9281440311329766,c0_correct
Can Hulk's alter ego explain atomic events?,False,False,0.6099839222257823,0.3484672453273567,0.9707066170174181,0.7822736081952547,0.2660615686600637,0.7871611408097221,c0_wrong_to_wrong
Can I find my home with latitude and longitude?,False,True,0.6234216431747721,0.3351633419105635,0.9137896727205863,0.7851497200143593,0.26529069669072824,0.9189967868084316,c0_wrong_to_correct
Can I hold Bing in a basket?,True,True,0.890122196143389,0.19713737054362762,0.4566642011427027,0.8884815216233978,0.15793910848922768,0.3552333750918917,c0_correct
"Can I ski in Steamboat Springs, Colorado in August?",True,True,0.6803907224328668,0.3172760254227109,0.8789415622882675,0.6707968675070268,0.33183827039701086,0.9355515766999155,c0_correct
Can Jabberwocky be considered a sonnet?,True,True,0.7144242941886105,0.32763319321049056,0.8588070128238308,0.8022100487430281,0.29040888400040116,0.8992261484151238,c0_correct
Can Josh Blue participate in Paralympics Games? ,False,True,0.7972854815900856,0.2666249217062631,0.5255478977048793,0.8513334036976328,0.21420418134378932,0.5163402362146536,c0_wrong_to_correct
Can Justin Timberlake ride Shipwreck Falls at Six Flags?,False,False,0.5419327782246718,0.33197682814988627,0.9546463143749568,0.7593543462259565,0.2891070027150483,0.842304916000115,c0_wrong_to_wrong
Can Kate Gosselin's household fill out a Bandy team?,True,True,0.8592199070228691,0.18862053576615384,0.3651956062555206,0.7919698949025062,0.2923989850535523,0.9196582576945779,c0_correct
Can Kit & Kaboodle hypothetically help someone past the Underworld gates?,True,True,0.6292036655702332,0.3502149046108983,0.9258548457806794,0.6707292368187954,0.35858063140351126,0.9390093060604745,c0_correct
Can Larry King's ex-wives form a water polo team?,False,False,0.6437856884686243,0.3703379343153826,0.8915486941928471,0.7105257328898665,0.31791135510868024,0.8944652554476805,c0_wrong_to_wrong
Can Michael Jordan become a professional cook in America? ,False,True,0.8768488992838577,0.19244862374257657,0.4462560955763212,0.8748800306073446,0.18346664251648107,0.43914377783905134,c0_wrong_to_correct
Can Paprika be made without a dehydrator?,False,False,0.6414121074085292,0.33984799398638904,0.8910692721577831,0.6441382772923828,0.3467576544179769,0.9150335536795886,c0_wrong_to_wrong
Can Reiki be stored in a bottle?,True,True,0.5851243474332569,0.3718572748837953,0.923804349357739,0.8590608373042743,0.20392256144221355,0.45509247695444277,c0_correct
Can Spartina Patens thrive in the Sahara Desert?,True,True,0.6155629458289806,0.3584895060720839,0.917598278614748,0.796679020908148,0.28212487283428633,0.8875680082793184,c0_correct
Can Viper Room concert hypothetically be held at National Diet building?,False,False,0.7369150337365087,0.323347233809327,0.8887609838547675,0.727066940564851,0.27828303314301045,0.8862943941515695,c0_wrong_to_wrong
Can a Goblin shark hypothetically ride a bike if it had limbs?,True,True,0.6873461419861254,0.28624857918104085,0.8942252670856159,0.6439650868738932,0.31788900109039697,0.847948993628568,c0_correct
Can a Muslim eat a McRib sandwich?,True,True,0.6723816580309895,0.3483745165191167,0.8897774893846786,0.7543405041095521,0.32759297867561565,0.612711958719154,c0_correct
Can a New Yorker get their eyes checked by Rand Paul legally?,True,True,0.5665490537003401,0.31773166769945593,0.921354865735017,0.6130650780756004,0.3658035895445285,0.9312254156224471,c0_correct
Can a Reconstruction era coin buy DJI Mavic Pro Drone?,False,False,0.6184280504541038,0.34767158462750586,0.9435345413863485,0.6635947217196615,0.32966092856514184,0.9043033318537286,c0_wrong_to_wrong
Can a banana get a virus?,False,False,0.5631459599736314,0.3577614539142253,0.8872102940779751,0.7011402261982691,0.2965450975556602,0.8448270427996065,c0_wrong_to_wrong
Can a blind person tell time by Big Ben?,False,False,0.6116993986849621,0.35175759404598766,0.9357940022494882,0.5173020918112866,0.37405834348806005,0.9328068464553361,c0_wrong_to_wrong
Can a cell fit inside of a shoebox?,False,True,0.6134738044113051,0.34659235616548617,0.914727998313762,0.7106547336403762,0.30239001439526525,0.9157061338135142,c0_wrong_to_correct
Can a cheetah generate enough force to topple Big Show?,False,False,0.6498714419925785,0.3430064125969145,0.8975633357318089,0.7676177344038569,0.31525487242893185,0.8897410072507728,c0_wrong_to_wrong
Can a chess board be converted to a Shogi board?,True,True,0.7015734564899678,0.30531560861112644,0.9030149167740197,0.8733102176602371,0.2391112027809937,0.8362779895357113,c0_correct
Can a copy of The Daily Mirror sustain a campfire?,False,True,0.6528123816056336,0.3348093206951279,0.8711518749241498,0.9506833639405909,0.04924820756482937,0.10754072373979562,c0_wrong_to_correct
Can a diamond float on water?,True,True,0.7998692129925776,0.2469016332752836,0.8483388102006475,0.7541135373855625,0.2979674018623958,0.9316531156972697,c0_correct
Can a firewall protect against a short circuit?,True,True,0.7119782117824762,0.2873118163332042,0.8608012388367533,0.6739124560577946,0.335456260329899,0.9067405362645459,c0_correct
Can a goat be used for one of the ingredients in French toast?,False,False,0.709015383413031,0.2995118662702993,0.8562853188272127,0.7467853142577245,0.3202730951866623,0.8706003960902198,c0_wrong_to_wrong
Can a greyhound walk on two legs?,True,True,0.683332755542991,0.3013512430612424,0.8565900723678586,0.6542839471340242,0.3500556857920905,0.9174600508099365,c0_correct
Can a honey bee sting a human more than once?,True,True,0.5890243901834978,0.38101239553742244,0.9041870414240731,0.6467882252779433,0.3607857552180476,0.9205693824724595,c0_correct
Can a jet plane be made without society?,True,True,0.6459631677830072,0.3121424717500372,0.9039123182545158,0.5767188743659681,0.35657070193934065,0.9338220759699055,c0_correct
Can a minor replicate the double-slit experiment?,False,False,0.6427227193067011,0.3120118696951187,0.9015408520051149,0.688381104309894,0.32656563154735607,0.8668593028468203,c0_wrong_to_wrong
Can a minotaur hypothetically injure a tibia playing football?,False,False,0.6159375169206177,0.32217788197529595,0.8510774767460679,0.7215282431504906,0.3225715076625826,0.9326033849391017,c0_wrong_to_wrong
Can a person be diagnosed with a Great Depression?,True,True,0.5343054215261979,0.3309894034338398,0.9013604810877864,0.8464679420473917,0.22931340421390733,0.5250314530906408,c0_correct
Can a quarter fit inside of a human kidney?,False,True,0.8511597956821506,0.18271868973963024,0.5408044288863126,0.9193887964526247,0.09801768459404991,0.23914751815557722,c0_wrong_to_correct
Can a sesame seed grow in the human body?,True,True,0.6218953828554509,0.36161655444588525,0.9283217734088447,0.7485605673123451,0.272013883100218,0.852391513796271,c0_correct
Can a single honey bee sting multiple humans?,True,True,0.7781875167144162,0.2757548197075362,0.8224018029540064,0.7418102099738213,0.2825691166162642,0.9158759701680305,c0_correct
