question,c0_correct,c3_correct,c0_mean,c0_std,c0_range,c3_mean,c3_std,c3_range,category_primary
Are coopers required in the beverage industry?,True,True,0.7484893882358508,0.22812691155600107,0.7314327059665057,0.7491129935516545,0.24104354657641994,0.7133505083761107,c0_correct
Are cucumbers often found in desert?,True,True,0.750610494209508,0.2799583480871479,0.7641851730797629,0.6966666638307557,0.28303309604561394,0.8474992859652871,c0_correct
Are deaf people left out of enjoying music?,True,True,0.7235116607840819,0.2825318085514238,0.8520762089817446,0.7679150017932855,0.23784617115505774,0.7839062622036697,c0_correct
Are eagles and young bears both used as labels for skills-training youth groups?,True,True,0.7404246613649634,0.2597425387183185,0.7354205123173785,0.8311569646758177,0.25174345810123766,0.8112312798905001,c0_correct
Are emus related to elks?,True,True,0.869047108078422,0.18149268297571572,0.6725810654369089,0.8449620901457796,0.19667160692703128,0.5616587526978531,c0_correct
Are fresh garlic cloves as easy to eat as roasted garlic cloves?,True,True,0.780637366267651,0.2593640737907114,0.7888730527789436,0.8333294135559155,0.2257858658502009,0.6905537225918821,c0_correct
Are goats found on abyssal plains?,True,True,0.8280193405870633,0.20740702398636637,0.7569711032448876,0.8717090563704264,0.1568203310180646,0.48594833988425223,c0_correct
Are gorillas closely related to humans?,True,True,0.7977654084459345,0.24148895161702694,0.6548482259602468,0.9332748324553959,0.1365178573989779,0.47971649146661766,c0_correct
Are ground bell peppers the main ingredient of black pepper?,True,True,0.9003870939379165,0.14946579041503627,0.5599056463934271,0.9347125270343741,0.15366923271923447,0.6332099147987693,c0_correct
Are hippos dangerous to humans?,True,True,0.8864574227057808,0.1726640920076871,0.6177296117406825,0.8119485782958998,0.21583674292004612,0.6037692970552184,c0_correct
Are honey badgers and hyenas anatomically dissimilar? ,False,True,0.8488335246061987,0.226616720097827,0.8084377882905729,0.7054960603393385,0.2650693377684889,0.8113627189673076,c0_wrong_to_correct
Are human footprints absent from Mount Sharp?,False,True,0.7281137207045706,0.24038939917191732,0.7050451092517883,0.8222998985387956,0.2533365679035651,0.8036917010127921,c0_wrong_to_correct
Are implants from an ORIF surgery affected by the magnetic field of the Earth?,True,True,0.7742838662869487,0.2610255361018732,0.8156822127550425,0.7239016372549274,0.2661910654614383,0.805417643561374,c0_correct
Are kayaks used at the summit of Mount Everest?,False,True,0.7643989563422106,0.25282043855719805,0.7366001433085125,0.9397701570738493,0.11755262516022634,0.4886237804676792,c0_wrong_to_correct
Are leaves from coca good for gaining weight?,True,True,0.7415531392709463,0.25090140258582233,0.7342999307834743,0.8698755844818348,0.19897355740421366,0.63135063147235,c0_correct
Are lengths measured in metres in the UK?,True,True,0.7994201713650525,0.24679652444030825,0.7526188625486228,0.7759421372402876,0.25788603501850665,0.6762424957891191,c0_correct
Are looks the easiest way to tell rosemary from lavender? ,True,True,0.7292168043991251,0.278705842405223,0.8924595399334045,0.7727926521599998,0.26418258344596746,0.8047873206937732,c0_correct
Are monks forbidden from engaging in warfare?,False,False,0.7414621301966708,0.2506175637254796,0.8352712893251263,0.7718512193381935,0.2597002157669,0.7809979462046716,c0_wrong_to_wrong
Are months based on the solar cycle?,False,True,0.7613425470683213,0.25998449648260036,0.7657980820834486,0.8401928925746599,0.22879078855052723,0.7349396084367408,c0_wrong_to_correct
Are moose used for work near the kingdom of Arendelle?,True,True,0.7325384570251645,0.2663676795506673,0.7693230590328529,0.7859159848649994,0.265551307320562,0.7276003351090234,c0_correct
Are more people today related to Genghis Khan than Julius Caesar?,True,True,0.6688876313710587,0.3136961923703683,0.797343900493302,0.7558429084134526,0.2838367516642827,0.7585050288143137,c0_correct
Are multiple Christmas Carol's named after Saints?,True,True,0.7860069498509386,0.25191763215847923,0.8070125450587687,0.8905191170949879,0.20134958131756572,0.7028867412739621,c0_correct
Are pancakes a bad snack for cats?,True,True,0.7624523820000221,0.23294060613986983,0.6228835054918064,0.7996805149446161,0.2386193402499553,0.6512208158571446,c0_correct
Are pancakes typically prepared in a pot?,True,True,0.7964966523203725,0.24108261840641215,0.7575344542979477,0.7831794016072673,0.26073951883607055,0.724624071794876,c0_correct
Are paratroopers good at mountain rescue?,True,True,0.7817998847915082,0.25997777910346814,0.7046990223449489,0.7188378255893916,0.27609086204733235,0.7341231738528919,c0_correct
Are peaches best eaten when firm?,True,True,0.8341351286028611,0.17332581639794226,0.6631240395010315,0.9729918002109971,0.06735852279023544,0.25256476763218016,c0_correct
Are pennies commonly used in Canada?,True,True,0.7772983598810008,0.2808515433075961,0.7521604254746405,0.8600630957495526,0.23785294814974048,0.6702812634699438,c0_correct
Are people more likely than normal to get sunburn at Burning Man?,True,True,0.7560124505840095,0.2529775644068398,0.7044839698515266,0.8217995752794691,0.2034988874776392,0.5890919594979621,c0_correct
Are pirate lieutenants like navy lieutenants?,True,True,0.6862742184180427,0.27282883780411454,0.78883459218907,0.8191119817025,0.23724236718586503,0.7302599390593045,c0_correct
Are psychiatric patients welcome to join the United States Air Force?,False,True,0.6937861235082373,0.31140720087590934,0.8660058870123877,0.8153424101496786,0.2729312575504576,0.8266079340511769,c0_wrong_to_correct
Are quadrupeds represented on Chinese calendar?,True,True,0.6810076410792771,0.28819884832625997,0.8942669119448768,0.8903589228423209,0.1466264927330742,0.5948421629256107,c0_correct
Are queen bees unnecessary for growing apples?,False,True,0.7496532810826593,0.24540007238281336,0.7760816115334029,0.8659462174604938,0.18399614555608307,0.6245612718722514,c0_wrong_to_correct
Are rainbows devoid of color made by mixing yin and yang colors?,False,False,0.8520284490198842,0.18376397328155844,0.5921451209088685,0.9023943574530362,0.13830187689573148,0.5147393245539749,c0_wrong_to_wrong
Are raw carrots better for maximizing vitamin A intake?,False,True,0.7680755173676677,0.23590589431806205,0.6734670881789677,0.9141964168896314,0.1674194702038151,0.6242335759994995,c0_wrong_to_correct
Are red legs a sign of failing health in those with Anorexia Nervosa?,True,True,0.8172567217617042,0.25111159108675274,0.8672629399124298,0.9307862468840952,0.14096790192786954,0.5444926420014728,c0_correct
Are right wing Amreicans opposed to marxism?,True,True,0.7217361537738891,0.2777977095547935,0.7580483722551197,0.8807149331010989,0.19665146154375387,0.7455361992230369,c0_correct
Are ropes required to operate a frigate?,False,True,0.7429529249501277,0.27249956320734925,0.8407496618563253,0.8748134586836971,0.16804854242227912,0.5682812241187611,c0_wrong_to_correct
Are sables related to wolverines?,True,True,0.8484919938522576,0.21815724204523904,0.6786460248634749,0.9383601087714256,0.1002096083318189,0.315708869056734,c0_correct
Are saltwater crocodiles related to alligators?,False,True,0.8739284338687409,0.1895968271104932,0.5653808724983499,0.9516843233442318,0.10786840348912968,0.4385645960529747,c0_wrong_to_correct
Are sea turtles enjoying life during quarantine?,True,True,0.6763534266928587,0.3120289695004895,0.8479756888484876,0.7837243320492918,0.219057887871441,0.7518540660859445,c0_correct
Are seasons of Survivor surpassed by number of Ancient Greek letters?,True,True,0.8246283020086257,0.21359921253391853,0.5775136371580387,0.9277943713834672,0.13764767089720553,0.5189492894092174,c0_correct
Are selfies more dangerous than plague in modern times?,False,True,0.745765836508447,0.2534553056863632,0.7797736304573964,0.7238371645919842,0.25263576694925577,0.824471432391309,c0_wrong_to_correct
Are sesame seeds glued onto hamburger buns?,False,True,0.6574594253400581,0.3019122637273434,0.8708613242910431,0.7931650164121543,0.2550055289999926,0.7307699153967009,c0_wrong_to_correct
Are slime lilies in a different scientific family than asparagus?,False,True,0.8722285532149648,0.20728290239767452,0.6986234699170715,0.883371843274327,0.20881871215984768,0.6993194421724034,c0_wrong_to_correct
Are some Brazilian Navy ships built in Britian?,True,True,0.7348608800246836,0.26980310476727143,0.763909851499072,0.8345230906341714,0.21068855180145815,0.6649592534391608,c0_correct
Are some Do It Yourself projects potentially lethal?,True,True,0.7546815344636231,0.2501005740808567,0.7674350058830063,0.7546752537570008,0.2348680454600371,0.7299721775361532,c0_correct
Are some adherents to Christianity in China historic enemies of Catholic Church?,True,True,0.6627340466456804,0.29909376115665653,0.8570195854247749,0.9105962857150093,0.20579615827546144,0.8087591753580893,c0_correct
Are some chiropractic manipulations dangerous?,True,True,0.7116299487712313,0.2934594199366941,0.8783492671762314,0.8829937681974513,0.1941628537158884,0.6619152630179814,c0_correct
Are some types of pancakes named after coins?,True,True,0.6927856390852217,0.29943645736428665,0.8799666836994608,0.8344667684381954,0.198831674720403,0.6204302826202099,c0_correct
Are swastikas used in the most common religion in India?,True,True,0.8024702840266861,0.22537206318735514,0.7292829725831897,0.8536132589001643,0.21034354352318774,0.6680427190091593,c0_correct
Are tampons a good 24 hour solution for mentruation?,False,True,0.7012080991366347,0.2784140873429235,0.8161328652494786,0.8500291512510572,0.20417876252206987,0.8067884069930001,c0_wrong_to_correct
Are the Great Lakes part of an international border?,True,True,0.7437470740192542,0.28188881533546606,0.8043368543285297,0.9293803234269249,0.1920717393320635,0.7720271942955439,c0_correct
Are the brooms from curling good for using on house floors?,True,True,0.7001054656975633,0.28546213569026146,0.7704520633830562,0.7773435658004091,0.22106634879230086,0.6510205506205786,c0_correct
Are the colors on Marlboro package found on French flag?,False,True,0.7897607656957988,0.24498656333367805,0.8067240773190072,0.7988316844810098,0.24390920359610135,0.6554315507552005,c0_wrong_to_correct
Are the headquarters of All Nippon Airways near a beach?,False,True,0.7616041615159219,0.2761226882305152,0.8407347609055303,0.8688996752591872,0.21228184632813854,0.6728944607645776,c0_wrong_to_correct
Are the knights in the Medieval Times show not authentic knights?,True,True,0.6937739476226585,0.32640875379098283,0.8969176771055352,0.8558990511814237,0.20444817291096773,0.5754553981986021,c0_correct
Are the majority of Reddit users familiar with the Pledge of Allegiance?,True,True,0.8166056988471367,0.24648372474857652,0.8295345742207372,0.8298951144586051,0.22691876051479606,0.713001441825646,c0_correct
Are the names of The Powerpuff Girls alliterative? ,True,True,0.8444452022040959,0.2389308607952032,0.7386969192061626,0.9035350526409393,0.18518864003603255,0.6425328198673013,c0_correct
Are there Pink music videos that are triggering for eating disorder patients?,True,True,0.7998620801177161,0.2342056850076967,0.8351788862397779,0.8503421643963276,0.2101324268770312,0.6889292800804689,c0_correct
Are there any chives hypothetically good for battling vampires?,True,True,0.7262268527269349,0.2751020047230941,0.7799577145898463,0.8705452288821971,0.1972716582389966,0.6882986786895089,c0_correct
Are there any official American knights?,False,True,0.6984121176710403,0.2761947826766133,0.7596361984226295,0.7925397661966344,0.23621854851608182,0.7014531964581769,c0_wrong_to_correct
Are there enough Jonny Cash records in the world to give one to each French citizen?,True,True,0.7813232991720418,0.25649794135617726,0.7132905524015591,0.8313559612931126,0.21961379198541645,0.8078893936546492,c0_correct
Are there enough people in the Balkans to match the population of Japan?,False,True,0.7493596395570368,0.2625841727402622,0.7729748720629834,0.8833446116018392,0.17487742020801847,0.5796887017181096,c0_wrong_to_correct
Are there multiple American government holidays during winter?,True,True,0.8802101045905583,0.18005963316781842,0.6107004143288925,0.8191712749631241,0.25497142214033813,0.665789014348174,c0_correct
Are there multiple Disney Zorro?,True,True,0.8148406549146404,0.20348381878914462,0.6784546560020615,0.8953057085368901,0.19643931843751058,0.7686208829370503,c0_correct
Are there multiple Star Wars TV shows produced by Disney?,True,True,0.888355279829282,0.18103256189091085,0.6711906403623823,0.9235305891897281,0.15455277090474115,0.6914131606799677,c0_correct
Are there people who are men who experience menstruation?,True,True,0.8003043753419625,0.21305917664408372,0.6146315156721047,0.7353057235345354,0.2777244115425394,0.8084791347084631,c0_correct
Are there some countries where waiting staff need no tip?,True,True,0.7434796585905379,0.26064947865787913,0.6952366904318286,0.752911090575449,0.25675499695710075,0.842317603412659,c0_correct
Are there special traffic laws associated with funerals?,True,True,0.6862438906107023,0.2962935765445163,0.799914920325757,0.6741897561429805,0.30949041429145174,0.8990154100288473,c0_correct
Are there tearjerkers about United Airlines flights?,True,True,0.7032987568630199,0.25917965966809475,0.8023467535983855,0.7357284799475592,0.2607490554628057,0.839729886866962,c0_correct
Are there winged statuettes in the home of the creator of Law & Order?,True,True,0.7271211246345377,0.29284567289047203,0.8073222541604762,0.8287701447130176,0.20119309305474267,0.5940100654165349,c0_correct
Are those incapable of reproduction incapable of parenthood?,False,True,0.7127856227674596,0.2954826825087503,0.8222074722725924,0.8409317923350985,0.21066492511958856,0.6573572282742088,c0_wrong_to_correct
Are twinkies considered artisan made products?,True,True,0.7848713641125067,0.25215661413738283,0.7751273582427303,0.8660745495608745,0.1935790488351901,0.6220250411269156,c0_correct
Are twins always born during the same year?,False,True,0.6817166254812628,0.2798587827780697,0.8452783299485171,0.764868568819225,0.257139070675012,0.6796535560262427,c0_wrong_to_correct
Are two cans of Campbell's Soup a day good for hypertension?,True,True,0.7849241672945811,0.2525449238871197,0.7458981824533699,0.8367205912890227,0.2180090289537268,0.6276043590872151,c0_correct
Are vinegar pickled cucumbers rich in lactobacillus?,False,True,0.7894848903565792,0.24809979734378032,0.8389108002111985,0.8290478944536563,0.24171743950557772,0.7328056093712485,c0_wrong_to_correct
Are you likely to find a crucifix in Karachi?,True,True,0.7946126786410068,0.22777453655503976,0.6751187879979195,0.7353723348750459,0.27540445210232756,0.7881097396820628,c0_correct
Are you likely to hear Rammstein playing in smooth jazz clubs?,True,True,0.8187399221049143,0.24238465843649445,0.8183109195005246,0.809017640794875,0.26775703974484755,0.8463991802635367,c0_correct
"At a presentation about post traumatic stress disorder, would Ariana Grande be a topic of relevance?",True,True,0.784399924915057,0.2209885419223176,0.6546666212838032,0.8166085826402543,0.22056249329984787,0.6337777574470485,c0_correct
Can 1980 United States presidential election result be considered a photo finish?,False,True,0.8667520209839084,0.1828156717233084,0.5898302072276325,0.8357022052049463,0.23053337957440198,0.6675015996726219,c0_wrong_to_correct
Can Aerosmith fit in a 2020 Mitsubishi Outlander?,False,True,0.790370250108612,0.2252811258159657,0.6712657970603659,0.7694846725295694,0.2530749667395068,0.7785789860019902,c0_wrong_to_correct
Can Aerosmith legally drive in the carpool lane?,True,True,0.6634953034807005,0.32567061727416635,0.8532009416710142,0.8641311465313635,0.19076081405942888,0.6305161383222595,c0_correct
Can Africanized bees be considered multicultural?,False,True,0.6921064988647556,0.26160227175969497,0.7303667811608048,0.8515516397886073,0.214351003308912,0.7162492263381264,c0_wrong_to_correct
Can Arnold Schwarzenegger deadlift an adult Black rhinoceros?,True,True,0.7839249346124872,0.2408211190110232,0.7351581325281351,0.9033007855967146,0.17402938391997105,0.7683194609823188,c0_correct
Can Billie Eilish afford a Porsche?,True,True,0.8417237418215182,0.2037131200652415,0.6365575164135611,0.9238361065043991,0.14441671827851224,0.5528287937298142,c0_correct
Can Curiosity (rover) kill a cat?,False,True,0.6858787117625712,0.2995236725466205,0.7869838789857335,0.8707662606712182,0.1594138876321794,0.5308181054469121,c0_wrong_to_correct
Can Cyril Ramaphosa become Secretary General of NATO?,True,True,0.7956745057478534,0.2556515599071455,0.8369866519445026,0.9106359456462922,0.13848324872809895,0.4996418875284173,c0_correct
Can DRL Racer X drone get across Brooklyn Bridge in 18 seconds?,True,True,0.7930575004140196,0.2348638967202013,0.7943994477485543,0.784368561057909,0.2422873855530976,0.6722370869177461,c0_correct
Can Darth Vader hypothetically outdunk Bill Walton without using The Force?,False,True,0.6853806395763544,0.30332124731124604,0.8560867455780468,0.8211831245919345,0.1978951885640045,0.6175344761277511,c0_wrong_to_correct
Can Family of Barack Obama ride comfortably in 2020 Jaguar F Type?,False,True,0.764021336683893,0.2546886130854663,0.6860925791386028,0.8239221972265115,0.20696303691707002,0.6634916533280975,c0_wrong_to_correct
Can Harry Potter book a flight on Asiana Airlines?,True,True,0.849090063809706,0.20431533480823225,0.6103000144561508,0.8754064069331868,0.21500595716043955,0.6891127019752361,c0_correct
Can Hulk's alter ego explain atomic events?,True,True,0.7412832546035554,0.26292369177904906,0.731066430408266,0.8072076716474641,0.2530764797612808,0.8403107613196272,c0_correct
Can I find my home with latitude and longitude?,True,True,0.7269735049735143,0.27262403332413315,0.7156784195687238,0.8333220047198322,0.2265170877868715,0.7219736558328194,c0_correct
Can I hold Bing in a basket?,False,True,0.7008781681666093,0.2995052775280031,0.8784557663777225,0.8688587005412822,0.16540815846492768,0.45585854477543986,c0_wrong_to_correct
"Can I ski in Steamboat Springs, Colorado in August?",True,True,0.8077122315658304,0.2491940952334104,0.8036863843501587,0.8622203535778153,0.19383661784114942,0.6947872669276772,c0_correct
Can Jabberwocky be considered a sonnet?,True,True,0.8007617822963053,0.26586992858599173,0.8503057001771536,0.8038127956455962,0.23652561459963267,0.6484690561443635,c0_correct
Can Josh Blue participate in Paralympics Games? ,True,True,0.8262881295114776,0.20457709761038975,0.8250120343471168,0.8243554985969095,0.2499928502653803,0.7031296621012323,c0_correct
Can Justin Timberlake ride Shipwreck Falls at Six Flags?,True,True,0.6551441213925936,0.3025607502078919,0.8266296810509725,0.9126637792061388,0.16044122864715557,0.5992039996764817,c0_correct
Can Kate Gosselin's household fill out a Bandy team?,False,True,0.8063820480056558,0.23702857356065773,0.7007244422296807,0.7571376637885108,0.2685240183032895,0.7009392457797551,c0_wrong_to_correct
Can Kit & Kaboodle hypothetically help someone past the Underworld gates?,False,True,0.6442998626163731,0.29686233302215387,0.9348647472136026,0.7850302499212086,0.23466038859977803,0.7593435446673484,c0_wrong_to_correct
Can Larry King's ex-wives form a water polo team?,True,True,0.7566024684443547,0.2727980885011794,0.7996679983004867,0.7272621954047905,0.31984986108370184,0.8811678516333833,c0_correct
Can Michael Jordan become a professional cook in America? ,True,True,0.7248063655842897,0.25008582520348455,0.7083093843033224,0.7753397900416952,0.23895616742283685,0.6998818441621426,c0_correct
Can Paprika be made without a dehydrator?,True,True,0.7106049145202334,0.2840504177213434,0.7998950028874517,0.8230312719908363,0.23879940196616994,0.7090825459398407,c0_correct
Can Reiki be stored in a bottle?,True,True,0.812398396836312,0.20924427971180096,0.6840623061979995,0.8608468671197006,0.2002253471460957,0.6049012807617539,c0_correct
Can Spartina Patens thrive in the Sahara Desert?,True,True,0.7986310205596174,0.2384864467198247,0.7742431699034044,0.8859989317149478,0.18426620444664304,0.6034928550483926,c0_correct
Can Viper Room concert hypothetically be held at National Diet building?,False,True,0.7201818621187603,0.26416253115990135,0.7293353520035761,0.8510385813974207,0.21559974085986938,0.7042048657983472,c0_wrong_to_correct
Can a Goblin shark hypothetically ride a bike if it had limbs?,False,True,0.6448365074708908,0.30053234093787295,0.8648325725651702,0.8177769046170101,0.20934339771993576,0.6272575050681369,c0_wrong_to_correct
Can a Muslim eat a McRib sandwich?,False,True,0.6293395824853464,0.2914407765618576,0.8018685442340063,0.9689898377409493,0.07197769196487237,0.3834280081427375,c0_wrong_to_correct
Can a New Yorker get their eyes checked by Rand Paul legally?,False,True,0.7096434588256325,0.26247529643482803,0.7804203859026054,0.7921710739019006,0.257682486941714,0.808081604693119,c0_wrong_to_correct
Can a Reconstruction era coin buy DJI Mavic Pro Drone?,False,True,0.8188957593893629,0.2595901505708384,0.760212336436534,0.890021808346614,0.17134069013849823,0.5030713426014547,c0_wrong_to_correct
Can a banana get a virus?,True,True,0.7491572817977853,0.24991855889448727,0.8130569254520235,0.8695161821238021,0.20947343054716494,0.7201659359540733,c0_correct
Can a blind person tell time by Big Ben?,True,True,0.7117496332333954,0.28391390658361626,0.8770718017141058,0.7529268713447045,0.27009170512560615,0.7325539886580453,c0_correct
Can a cell fit inside of a shoebox?,True,True,0.7891157854892344,0.2300147200116964,0.7998851986476139,0.8116483930220512,0.20510380859566965,0.6833165973197197,c0_correct
Can a cheetah generate enough force to topple Big Show?,False,True,0.7778556213062527,0.2635516902620565,0.7731196378922691,0.8386705540284105,0.23255750643974205,0.7278754553807436,c0_wrong_to_correct
Can a chess board be converted to a Shogi board?,False,True,0.6422949430679256,0.29353205980354785,0.8639396678542602,0.8606171221381859,0.19572921764287213,0.6983846792745088,c0_wrong_to_correct
Can a copy of The Daily Mirror sustain a campfire?,False,True,0.7009739023318425,0.30682182618701415,0.7850143707898938,0.8795252691646434,0.205817639019618,0.7182663393288615,c0_wrong_to_correct
Can a diamond float on water?,False,True,0.7607370466237162,0.2557709366219714,0.6583849791362508,0.8684562044276747,0.1620586606638167,0.5256429952899941,c0_wrong_to_correct
Can a firewall protect against a short circuit?,True,True,0.7898483285984943,0.24118960172767231,0.8081002893638638,0.8107709827354094,0.19647244786755297,0.7109728582754051,c0_correct
Can a goat be used for one of the ingredients in French toast?,True,True,0.7677399899785636,0.2154960129052295,0.7538389110036817,0.7550499020907877,0.2187739707772254,0.6132360843866126,c0_correct
Can a greyhound walk on two legs?,False,True,0.6928817047411284,0.2672886317428655,0.78603138713497,0.6963182246225982,0.2897887725486952,0.8532156308746416,c0_wrong_to_correct
Can a honey bee sting a human more than once?,True,True,0.8330618697163366,0.203940035385993,0.6431132621409981,0.8116374141415488,0.25185016246169756,0.7425141379335266,c0_correct
Can a jet plane be made without society?,True,True,0.6682953634861565,0.2870745960326303,0.7925592825358935,0.815629119602995,0.20886461202983714,0.676629304344744,c0_correct
Can a minor replicate the double-slit experiment?,True,True,0.7988290685132474,0.22496810962707114,0.699465483603126,0.7982134853838311,0.21302234043721502,0.635636298202416,c0_correct
Can a minotaur hypothetically injure a tibia playing football?,True,True,0.8106815803758222,0.2215314631523975,0.666395322510916,0.8077927703883367,0.22370641386676082,0.5923429346055624,c0_correct
Can a person be diagnosed with a Great Depression?,False,True,0.8259291882089512,0.2325865734298394,0.6892491001301587,0.8267739276541324,0.18379472077665135,0.49170435018255887,c0_wrong_to_correct
Can a quarter fit inside of a human kidney?,True,True,0.7838353572983087,0.2330967414083153,0.7094830058873577,0.7944778936824056,0.22984237667161087,0.70418399025411,c0_correct
Can a sesame seed grow in the human body?,True,True,0.7968401608942107,0.2588274946590762,0.8626226403538999,0.8059750108828664,0.21335075351855376,0.6047714241405392,c0_correct
Can a single honey bee sting multiple humans?,True,True,0.7763022050800521,0.23031495101196897,0.6928803720007648,0.9060333516622983,0.17406607069203073,0.7660176864249963,c0_correct
Can a sniper shoot a fish past Bathypelagic Zone in ocean?,False,True,0.7558635816567317,0.2598773258219164,0.8121067490752538,0.8981943330401533,0.16708241413326708,0.5772957354710424,c0_wrong_to_correct
Can a snow leopard eat twice its own body weight?,True,True,0.74427598789909,0.2530168826136206,0.7417012370158097,0.8824840400818923,0.17429497605689973,0.6508020436214172,c0_correct
