question,c3_mean_minus_c0_mean,c3_std_minus_c0_std,c3_range_minus_c0_range,category_primary
Are brown rock fish found in the waters surrounding Saint Kitts and Nevis?,0.08679160426568722,-0.05621498284045612,-0.059425828839480443,c0_wrong_to_correct
Are classic nintendo games for emulator legal?,0.19168416132556,-0.12137727835630077,-0.2614848661277087,c0_wrong_to_correct
Are common carp sensitive to their environments?,-0.005617512873127173,-0.004482131835345793,-0.022355706318292645,c0_wrong_to_correct
Are coopers required in the beverage industry?,0.0006236053158037436,0.01291663502041887,-0.018082197590394977,c0_correct
Are cucumbers often found in desert?,-0.05394383037875228,0.0030747479584660176,0.08331411288552426,c0_correct
Are deaf people left out of enjoying music?,0.04440334100920362,-0.04468563739636605,-0.06816994677807497,c0_correct
Are eagles and young bears both used as labels for skills-training youth groups?,0.09073230331085425,-0.007999080617080823,0.07581076757312166,c0_correct
Are emus related to elks?,-0.024085017932642394,0.015178923951315565,-0.11092231273905573,c0_correct
Are fresh garlic cloves as easy to eat as roasted garlic cloves?,0.05269204728826449,-0.0335782079405105,-0.09831933018706152,c0_correct
Are goats found on abyssal plains?,0.043689715783363114,-0.05058669296830176,-0.27102276336063535,c0_correct
Are gorillas closely related to humans?,0.13550942400946142,-0.10497109421804904,-0.17513173449362918,c0_correct
Are ground bell peppers the main ingredient of black pepper?,0.034325433096457636,0.004203442304198196,0.07330426840534221,c0_correct
Are hippos dangerous to humans?,-0.07450884440988093,0.04317265091235903,-0.013960314685464104,c0_correct
Are honey badgers and hyenas anatomically dissimilar? ,-0.14333746426686012,0.03845261767066191,0.002924930676734716,c0_wrong_to_correct
Are human footprints absent from Mount Sharp?,0.094186177834225,0.012947168731647807,0.09864659176100377,c0_wrong_to_correct
Are implants from an ORIF surgery affected by the magnetic field of the Earth?,-0.050382229032021275,0.005165529359565102,-0.010264569193668471,c0_correct
Are kayaks used at the summit of Mount Everest?,0.1753712007316387,-0.1352678133969717,-0.24797636284083335,c0_wrong_to_correct
Are leaves from coca good for gaining weight?,0.12832244521088843,-0.05192784518160867,-0.10294929931112429,c0_correct
Are lengths measured in metres in the UK?,-0.0234780341247649,0.011089510578198403,-0.07637636675950366,c0_correct
Are looks the easiest way to tell rosemary from lavender? ,0.04357584776087475,-0.014523258959255547,-0.08767221923963131,c0_correct
Are monks forbidden from engaging in warfare?,0.030389089141522607,0.009082652041420392,-0.05427334312045473,c0_wrong_to_wrong
Are months based on the solar cycle?,0.07885034550633863,-0.031193707932073128,-0.030858473646707796,c0_wrong_to_correct
Are moose used for work near the kingdom of Arendelle?,0.05337752783983485,-0.0008163722301053333,-0.041722723923829474,c0_correct
Are more people today related to Genghis Khan than Julius Caesar?,0.08695527704239392,-0.029859440706085594,-0.03883887167898825,c0_correct
Are multiple Christmas Carol's named after Saints?,0.10451216724404933,-0.05056805084091351,-0.10412580378480663,c0_correct
Are pancakes a bad snack for cats?,0.03722813294459404,0.005678734110085459,0.028337310365338264,c0_correct
Are pancakes typically prepared in a pot?,-0.013317250713105189,0.019656900429658397,-0.03291038250307177,c0_correct
Are paratroopers good at mountain rescue?,-0.06296205920211662,0.01611308294386421,0.029424151507943086,c0_correct
Are peaches best eaten when firm?,0.13885667160813597,-0.10596729360770682,-0.4105592718688513,c0_correct
Are pennies commonly used in Canada?,0.08276473586855182,-0.04299859515785562,-0.08187916200469669,c0_correct
Are people more likely than normal to get sunburn at Burning Man?,0.06578712469545966,-0.04947867692920063,-0.1153920103535645,c0_correct
Are pirate lieutenants like navy lieutenants?,0.1328377632844573,-0.035586470618249516,-0.05857465312976551,c0_correct
Are psychiatric patients welcome to join the United States Air Force?,0.12155628664144125,-0.038475943325451734,-0.039397952961210736,c0_wrong_to_correct
Are quadrupeds represented on Chinese calendar?,0.20935128176304374,-0.14157235559318576,-0.2994247490192662,c0_correct
Are queen bees unnecessary for growing apples?,0.11629293637783455,-0.06140392682673029,-0.15152033966115153,c0_wrong_to_correct
Are rainbows devoid of color made by mixing yin and yang colors?,0.05036590843315203,-0.04546209638582696,-0.07740579635489364,c0_wrong_to_wrong
Are raw carrots better for maximizing vitamin A intake?,0.14612089952196372,-0.06848642411424696,-0.04923351217946825,c0_wrong_to_correct
Are red legs a sign of failing health in those with Anorexia Nervosa?,0.113529525122391,-0.1101436891588832,-0.3227702979109569,c0_correct
Are right wing Amreicans opposed to marxism?,0.15897877932720983,-0.08114624801103962,-0.01251217303208274,c0_correct
Are ropes required to operate a frigate?,0.13186053373356943,-0.10445102078507013,-0.27246843773756413,c0_wrong_to_correct
Are sables related to wolverines?,0.08986811491916802,-0.11794763371342014,-0.3629371558067409,c0_correct
Are saltwater crocodiles related to alligators?,0.07775588947549095,-0.08172842362136351,-0.1268162764453752,c0_wrong_to_correct
Are sea turtles enjoying life during quarantine?,0.10737090535643312,-0.09297108162904846,-0.0961216227625431,c0_correct
Are seasons of Survivor surpassed by number of Ancient Greek letters?,0.10316606937484152,-0.075951541636713,-0.058564347748821355,c0_correct
Are selfies more dangerous than plague in modern times?,-0.02192867191646275,-0.0008195387371074392,0.044697801933912595,c0_wrong_to_correct
Are sesame seeds glued onto hamburger buns?,0.13570559107209623,-0.046906734727350796,-0.14009140889434224,c0_wrong_to_correct
Are slime lilies in a different scientific family than asparagus?,0.01114329005936221,0.001535809762173157,0.0006959722553319114,c0_wrong_to_correct
Are some Brazilian Navy ships built in Britian?,0.09966221060948777,-0.05911455296581328,-0.09895059805991113,c0_correct
Are some Do It Yourself projects potentially lethal?,-6.280706622230348e-06,-0.015232528620819585,-0.037462828346853105,c0_correct
Are some adherents to Christianity in China historic enemies of Catholic Church?,0.24786223906932892,-0.0932976028811951,-0.04826041006668558,c0_correct
Are some chiropractic manipulations dangerous?,0.17136381942622003,-0.09929656622080571,-0.21643400415824998,c0_correct
Are some types of pancakes named after coins?,0.14168112935297372,-0.10060478264388364,-0.2595364010792509,c0_correct
Are swastikas used in the most common religion in India?,0.051142974873478186,-0.015028519664167406,-0.0612402535740304,c0_correct
Are tampons a good 24 hour solution for mentruation?,0.14882105211442243,-0.07423532482085363,-0.00934445825647845,c0_wrong_to_correct
Are the Great Lakes part of an international border?,0.18563324940767068,-0.08981707600340255,-0.032309660032985854,c0_correct
Are the brooms from curling good for using on house floors?,0.07723810010284582,-0.0643957868979606,-0.11943151276247754,c0_correct
Are the colors on Marlboro package found on French flag?,0.009070918785211046,-0.0010773597375766941,-0.15129252656380665,c0_wrong_to_correct
Are the headquarters of All Nippon Airways near a beach?,0.10729551374326529,-0.06384084190237668,-0.16784030014095275,c0_wrong_to_correct
Are the knights in the Medieval Times show not authentic knights?,0.1621251035587652,-0.1219605808800151,-0.321462278906933,c0_correct
Are the majority of Reddit users familiar with the Pledge of Allegiance?,0.013289415611468347,-0.019564964233780457,-0.11653313239509122,c0_correct
Are the names of The Powerpuff Girls alliterative? ,0.05908985043684334,-0.05374222075917065,-0.09616409933886139,c0_correct
Are there Pink music videos that are triggering for eating disorder patients?,0.0504800842786115,-0.024073258130665492,-0.14624960615930893,c0_correct
Are there any chives hypothetically good for battling vampires?,0.14431837615526222,-0.0778303464840975,-0.09165903590033742,c0_correct
Are there any official American knights?,0.09412764852559408,-0.039976234160531476,-0.058183001964452585,c0_wrong_to_correct
Are there enough Jonny Cash records in the world to give one to each French citizen?,0.050032662121070826,-0.036884149370760816,0.09459884125309004,c0_correct
Are there enough people in the Balkans to match the population of Japan?,0.13398497204480242,-0.08770675253224372,-0.19328617034487383,c0_wrong_to_correct
Are there multiple American government holidays during winter?,-0.06103882962743412,0.07491178897251971,0.0550886000192814,c0_correct
Are there multiple Disney Zorro?,0.08046505362224965,-0.0070445003516340365,0.09016622693498888,c0_correct
Are there multiple Star Wars TV shows produced by Disney?,0.035175309360446105,-0.026479790986169705,0.020222520317585424,c0_correct
Are there people who are men who experience menstruation?,-0.06499865180742714,0.06466523489845569,0.1938476190363584,c0_correct
Are there some countries where waiting staff need no tip?,0.009431431984911143,-0.003894481700778385,0.14708091298083048,c0_correct
Are there special traffic laws associated with funerals?,-0.012054134467721855,0.01319683774693542,0.09910048970309038,c0_correct
Are there tearjerkers about United Airlines flights?,0.032429723084539286,0.0015693957947109372,0.03738313326857656,c0_correct
Are there winged statuettes in the home of the creator of Law & Order?,0.10164902007847987,-0.09165257983572936,-0.2133121887439413,c0_correct
Are those incapable of reproduction incapable of parenthood?,0.1281461695676389,-0.08481775738916175,-0.16485024399838355,c0_wrong_to_correct
Are twinkies considered artisan made products?,0.0812031854483678,-0.05857756530219274,-0.15310231711581468,c0_correct
Are twins always born during the same year?,0.08315194333796228,-0.022719712103057677,-0.16562477392227448,c0_wrong_to_correct
Are two cans of Campbell's Soup a day good for hypertension?,0.05179642399444151,-0.034535894933392874,-0.1182938233661548,c0_correct
Are vinegar pickled cucumbers rich in lactobacillus?,0.03956300409707714,-0.006382357838202596,-0.10610519083994996,c0_wrong_to_correct
Are you likely to find a crucifix in Karachi?,-0.05924034376596088,0.04762991554728779,0.1129909516841433,c0_correct
Are you likely to hear Rammstein playing in smooth jazz clubs?,-0.009722281310039271,0.025372381308353092,0.028088260763012074,c0_correct
"At a presentation about post traumatic stress disorder, would Ariana Grande be a topic of relevance?",0.03220865772519732,-0.00042604862246972686,-0.0208888638367547,c0_correct
Can 1980 United States presidential election result be considered a photo finish?,-0.031049815778962042,0.04771770785109358,0.07767139244498944,c0_wrong_to_correct
Can Aerosmith fit in a 2020 Mitsubishi Outlander?,-0.020885577579042525,0.02779384092354109,0.10731318894162423,c0_wrong_to_correct
Can Aerosmith legally drive in the carpool lane?,0.20063584305066295,-0.13490980321473747,-0.22268480334875473,c0_correct
Can Africanized bees be considered multicultural?,0.15944514092385165,-0.04725126845078298,-0.014117554822678402,c0_wrong_to_correct
Can Arnold Schwarzenegger deadlift an adult Black rhinoceros?,0.11937585098422732,-0.06679173509105216,0.033161328454183736,c0_correct
Can Billie Eilish afford a Porsche?,0.08211236468288086,-0.059296401786729264,-0.08372872268374687,c0_correct
Can Curiosity (rover) kill a cat?,0.184887548908647,-0.1401097849144411,-0.2561657735388214,c0_wrong_to_correct
Can Cyril Ramaphosa become Secretary General of NATO?,0.11496143989843888,-0.11716831117904655,-0.3373447644160853,c0_correct
Can DRL Racer X drone get across Brooklyn Bridge in 18 seconds?,-0.008688939356110592,0.007423488832896286,-0.12216236083080823,c0_correct
Can Darth Vader hypothetically outdunk Bill Walton without using The Force?,0.13580248501558012,-0.10542605874724154,-0.23855226945029562,c0_wrong_to_correct
Can Family of Barack Obama ride comfortably in 2020 Jaguar F Type?,0.05990086054261845,-0.04772557616839629,-0.022600925810505323,c0_wrong_to_correct
Can Harry Potter book a flight on Asiana Airlines?,0.026316343123480856,0.010690622352207302,0.07881268751908532,c0_correct
Can Hulk's alter ego explain atomic events?,0.06592441704390872,-0.009847212017768281,0.10924433091136121,c0_correct
Can I find my home with latitude and longitude?,0.10634849974631788,-0.04610694553726166,0.006295236264095561,c0_correct
Can I hold Bing in a basket?,0.16798053237467292,-0.13409711906307542,-0.42259722160228264,c0_wrong_to_correct
"Can I ski in Steamboat Springs, Colorado in August?",0.05450812201198496,-0.05535747739226099,-0.10889911742248148,c0_correct
Can Jabberwocky be considered a sonnet?,0.00305101334929081,-0.02934431398635906,-0.2018366440327901,c0_correct
Can Josh Blue participate in Paralympics Games? ,-0.0019326309145680787,0.04541575265499054,-0.1218823722458845,c0_correct
Can Justin Timberlake ride Shipwreck Falls at Six Flags?,0.25751965781354524,-0.14211952156073634,-0.2274256813744907,c0_correct
Can Kate Gosselin's household fill out a Bandy team?,-0.049244384217145054,0.031495444742631745,0.0002148035500744161,c0_wrong_to_correct
Can Kit & Kaboodle hypothetically help someone past the Underworld gates?,0.14073038730483556,-0.06220194442237584,-0.17552120254625414,c0_wrong_to_correct
Can Larry King's ex-wives form a water polo team?,-0.029340273039564213,0.04705177258252241,0.08149985333289655,c0_correct
Can Michael Jordan become a professional cook in America? ,0.050533424457405496,-0.0111296577806477,-0.008427540141179746,c0_correct
Can Paprika be made without a dehydrator?,0.11242635747060281,-0.04525101575517343,-0.09081245694761109,c0_correct
Can Reiki be stored in a bottle?,0.04844847028338861,-0.009018932565705268,-0.07916102543624559,c0_correct
Can Spartina Patens thrive in the Sahara Desert?,0.08736791115533038,-0.054220242273181646,-0.1707503148550118,c0_correct
Can Viper Room concert hypothetically be held at National Diet building?,0.13085671927866038,-0.048562790300031966,-0.025130486205228952,c0_wrong_to_correct
Can a Goblin shark hypothetically ride a bike if it had limbs?,0.1729403971461193,-0.09118894321793719,-0.23757506749703328,c0_wrong_to_correct
Can a Muslim eat a McRib sandwich?,0.3396502552556029,-0.21946308459698521,-0.41844053609126886,c0_wrong_to_correct
Can a New Yorker get their eyes checked by Rand Paul legally?,0.08252761507626805,-0.004792809493114059,0.02766121879051353,c0_wrong_to_correct
Can a Reconstruction era coin buy DJI Mavic Pro Drone?,0.07112604895725116,-0.08824946043234017,-0.25714099383507927,c0_wrong_to_correct
Can a banana get a virus?,0.12035890032601682,-0.040445128347322334,-0.09289098949795016,c0_correct
Can a blind person tell time by Big Ben?,0.041177238111309133,-0.013822201458010108,-0.14451781305606048,c0_correct
Can a cell fit inside of a shoebox?,0.022532607532816717,-0.02491091141602675,-0.11656860132789415,c0_correct
Can a cheetah generate enough force to topple Big Show?,0.060814932722157766,-0.030994183822314447,-0.04524418251152551,c0_wrong_to_correct
Can a chess board be converted to a Shogi board?,0.2183221790702603,-0.09780284216067572,-0.16555498857975148,c0_wrong_to_correct
Can a copy of The Daily Mirror sustain a campfire?,0.17855136683280082,-0.10100418716739615,-0.06674803146103225,c0_wrong_to_correct
Can a diamond float on water?,0.10771915780395847,-0.09371227595815473,-0.13274198384625668,c0_wrong_to_correct
Can a firewall protect against a short circuit?,0.020922654136915075,-0.044717153860119346,-0.09712743108845867,c0_correct
Can a goat be used for one of the ingredients in French toast?,-0.012690087887775925,0.003277957871995918,-0.14060282661706913,c0_correct
Can a greyhound walk on two legs?,0.0034365198814697573,0.022500140805829683,0.06718424373967158,c0_wrong_to_correct
Can a honey bee sting a human more than once?,-0.021424455574787782,0.04791012707570455,0.09940087579252854,c0_correct
Can a jet plane be made without society?,0.14733375611683852,-0.07820998400279316,-0.11592997819114947,c0_correct
Can a minor replicate the double-slit experiment?,-0.0006155831294163416,-0.011945769189856126,-0.06382918540071003,c0_correct
Can a minotaur hypothetically injure a tibia playing football?,-0.002888809987485419,0.0021749507143633273,-0.07405238790535362,c0_correct
Can a person be diagnosed with a Great Depression?,0.000844739445181153,-0.048791852653188056,-0.19754474994759985,c0_wrong_to_correct
Can a quarter fit inside of a human kidney?,0.010642536384096957,-0.0032543647367044293,-0.005299015633247639,c0_correct
Can a sesame seed grow in the human body?,0.009134849988655658,-0.045476741140522414,-0.2578512162133607,c0_correct
Can a single honey bee sting multiple humans?,0.12973114658224616,-0.056248880319938244,0.07313731442423155,c0_correct
Can a sniper shoot a fish past Bathypelagic Zone in ocean?,0.14233075138342155,-0.09279491168864934,-0.23481101360421142,c0_wrong_to_correct
Can a snow leopard eat twice its own body weight?,0.1382080521828023,-0.07872190655672087,-0.09089919339439245,c0_correct
Can a snow leopard swim?,0.001544013336508221,0.025100328355482454,0.01727884747478392,c0_correct
Can a software engineer work during a power outage?,0.145360021024046,-0.1097022899470049,-0.3124399555417887,c0_wrong_to_correct
Can a ten-pin bowling pin be a deadly weapon?,0.040116454763423404,-0.01903827238918937,-0.12044502771133447,c0_correct
Can a traffic collision make someone a millionaire?,0.14019506588173025,-0.031807295248549056,0.026169151886515918,c0_correct
Can a woman on average have a baby before wheat seed blooms?,0.2351243551554263,-0.10263603261236531,-0.26980262667277977,c0_wrong_to_wrong
Can actress Danica McKellar skip astronaut education requirements?,0.048881799585845376,-0.07081477883032475,-0.2122938909774944,c0_wrong_to_correct
Can amoebas get cancer?,0.18597595957668467,-0.10481673878195652,-0.23715752845496263,c0_wrong_to_correct
Can an African Elephant get pregnant twice in a year?,-0.005988442993533849,0.016636758930542284,0.12935602333184792,c0_correct
Can an Asian black bear use chopsticks?,0.1312483915888003,-0.03739110707670815,-0.07419726115289416,c0_wrong_to_correct
Can an elite runner circle the Pyrenees in one day?,-0.0012482494953945933,-0.014803781358310591,-0.14723375414467632,c0_correct
Can any person with a driver's license work in transport of aviation fuel?,0.06079256728140836,-0.0812878822951685,-0.2640910863703744,c0_correct
Can binary numbers and standard alphabet satisfy criteria for a strong password?,0.09193758862241808,-0.05554874833639256,-0.1213398163145124,c0_wrong_to_correct
Can black swan's formation type help spell longest word in Dictionary?,0.2988867388902806,-0.11954052385993463,-0.24671239483673313,c0_correct
Can bottlenose dolphins hypothetically outbreed human women?,0.1740762693103891,-0.07548523322053577,-0.08513461016012547,c0_wrong_to_correct
Can crane slamdunk?,0.07166105813788748,-0.014092685509101727,-0.1038540777776249,c0_correct
Can depression be mistaken for laziness?,-0.017561507007414545,0.02427096189196265,0.08477997618941258,c0_correct
Can first letter row of QWERTY keyboard spell a palindrome?,0.11149970317637614,-0.0664775706925087,-0.0556812980725131,c0_wrong_to_correct
Can furniture be made of hair?,0.03962721075082987,-0.02627238646442337,-0.054847774044332165,c0_correct
Can ham make a cut seal up quicker?,0.20102994803391883,-0.1184685945402581,-0.32493828069279196,c0_correct
Can methane be seen by the naked eye?,-0.04704286010877756,0.03259007261010158,0.014994166197081604,c0_correct
Can monkeys use QWERTY keyboards?,0.03570823819695079,0.007566282218378295,-0.07216887674014094,c0_correct
Can native wolverines be found in Miami?,0.004376630975333251,-0.02490208322224227,-0.15819374908075912,c0_correct
Can nitric acid break the Louvre?,0.08266885738067786,-0.026504366293958054,-0.13222104778679278,c0_correct
Can numerologists become members of Royal Society?,0.04426168247487927,0.017902224743391926,-0.022853351562953095,c0_correct
Can oysters be preserved without refrigeration? ,0.06352744636571672,-0.035038610257280556,-0.038676610849183723,c0_correct
Can paratroopers be used in a vacuum?,-0.011759670717866544,0.017436057232411983,-0.043029339800494615,c0_correct
Can photography be considered abstract art?,0.01999679912762653,-0.03557504403128475,-0.09752496826576151,c0_wrong_to_correct
Can professional boxers expect to have low dental bills?,0.017117169641644114,-0.003405195478702494,0.002871325233364419,c0_correct
Can rowing competitions take place indoors?,0.10762336322871069,-0.031571542429721544,-0.2514717916353426,c0_wrong_to_correct
Can second row of QWERTY keyboard spell Abdastartus's kingdom?,0.04726542135593559,-0.04094806470552867,-0.12038695976855274,c0_wrong_to_correct
Can someone in Uberlandia work for Mitsubishi?,0.13781910302063305,-0.09346321453617987,-0.18586852276563015,c0_correct
Can someone sell their time through the Toronto Star?,0.25666316602378014,-0.10245253664540424,-0.2740759528713852,c0_correct
Can someone with dermatitis be a hand model?,0.060228886713680096,0.008435460913406023,0.032960525050523715,c0_wrong_to_correct
Can spiders help eggplant farmers control parasites?,0.1050833308227428,-0.07765616725732483,-0.27921228135876275,c0_correct
Can surgery prevent an existential crisis?,0.1009854384540787,-0.05026591708531175,-0.03418105323305776,c0_correct
Can telescopes hear noise?,-0.05793836747907155,0.0606124370782872,-0.01674573057195461,c0_correct
Can the Dalai Lama fit in a car?,0.09413531156060262,0.015652070528232892,0.050630845146594106,c0_correct
Can the Great Depression be treated with Prozac?,0.04931537311068057,-0.07392848075854466,-0.22536103600821844,c0_correct
Can the Palace of Westminster tell time in the dark?,0.1894095882344783,-0.12088989922557206,-0.16771917477229314,c0_correct
Can the Toyota Hilux tip the scales against Mr. Ed?,0.09109329777232678,-0.0671010517415869,-0.28394078797246325,c0_correct
Can the United Nations Framework Convention on Climate Change be held at the Javits Center?,0.13133443159228975,-0.09111538408553535,-0.15237584416847016,c0_wrong_to_correct
Can the Very Large Telescope observe the largest mountain on Earth?,0.020592321805608216,-0.011504721921810457,0.04090407826816911,c0_wrong_to_correct
Can the largest crustacean stretch out completely on a king-sized mattress?,0.038229183499813635,-0.05353520261443756,-0.19354569529357313,c0_wrong_to_correct
Can the majority of vowels be typed on the first line of a QWERTY keyboard?,0.05264159292464865,0.011881931434804538,-0.06022779975941961,c0_correct
Can the original name of the zucchini be typed on the top row of a QWERTY keyboard?,0.10834218661828654,-0.03498117422960981,-0.09521418589011976,c0_wrong_to_correct
Can too many oranges cause diarrhea?,0.09870150819717127,-0.04505349367795425,0.0535545294295483,c0_correct
Can whole genome sequencing be used for COVID-19?,0.03149313221710037,4.137393879510842e-05,-0.14489286015684621,c0_wrong_to_correct
Can you avoid internet trolls on reddit?,0.09753336277944702,-0.029455108381102962,-0.07446186027752821,c0_wrong_to_correct
Can you buy Casio products at Petco?,-0.022552130953763738,0.013415162190031332,0.0618115519509006,c0_correct
Can you buy a fair trade laptop?,0.14224678208066666,-0.06858898564169627,0.05019934192800568,c0_wrong_to_correct
Can you buy chlorine at a dollar store?,0.07631968004357437,-0.039610029342284775,-0.20943517598034955,c0_correct
Can you buy furniture and meatballs in the same store?,-0.11292923393379772,0.03599676137721816,-0.043506715612447344,c0_correct
Can you conduct surveillance from a teddy bear?,0.051644643327158124,-0.020874487291151766,-0.05113258658829245,c0_correct
Can you drown in a Swan Lake performance?,0.23469270977427859,-0.09896470935714227,-0.2959062788481067,c0_wrong_to_correct
Can you find Bob Marley's face in most smoke shops?,0.0412209959528439,-0.010014608272919528,-0.012249823228594914,c0_correct
Can you find Depala's race in World of Warcraft?,0.12024693715360713,-0.07556913232757057,-0.12932883277138385,c0_correct
Can you find a railroad engineer on TNT?,0.11809091329693655,-0.05644651786550503,-0.2242436389839767,c0_correct
Can you find a snow leopard in the Yucatan?,0.046137989105399235,-0.013413940916405992,-0.03941261493819492,c0_correct
Can you give at least one word from the Torah to all residents of Bunkie Louisiana?,0.1507703602222641,-0.06671778937331771,-0.014373714571875973,c0_correct
Can you hide a basketball in a sand cat's ear?,0.08428780005123959,-0.009942298805026256,0.006002035746868861,c0_wrong_to_correct
Can you hide a pet macaque under your desk?,0.21909143369998563,-0.0818070642523934,-0.1289423222898214,c0_correct
Can you house a giant squid at Soldier Field?,0.0051056921281615875,-0.03762371867007683,-0.05568278410160987,c0_wrong_to_correct
Can you only see hippopotamus in Africa?,0.08916505179086331,-0.11766467740760614,-0.37592678974320803,c0_wrong_to_correct
Can you purchase General Motors products at a movie theater?,0.022696271053962658,-0.009345107639031403,0.05456162812195897,c0_correct
Can you purchase a dish with injera at Taco Bell?,-0.041002035189614094,0.04079125493058061,0.03130969686913543,c0_correct
Can you put bitcoin in your pocket?,0.11775975092547752,-0.041234045207565184,-0.07382300475438774,c0_correct
Can you see Stonehenge from a window in Dusseldorf?,-0.10813568105909632,0.05453556451670835,0.22988084677939857,c0_correct
Can you see live harbor seals in Washington DC?,0.2140436651369757,-0.13512895392777788,-0.387200691567119,c0_wrong_to_correct
Can you see the Statue of Freedom from the Statue of Liberty?,-0.022274528192887777,0.01913408895139998,0.08634476704541783,c0_correct
Can you see the moon in Wembley Arena?,0.04327968718526187,0.0052256571731350565,0.005284078540754189,c0_correct
Can you substitute the pins in a bowling alley lane with Dustin Hoffman's Oscars?,0.203390055559175,-0.08941633127464016,-0.12560340603956388,c0_correct
Can you transport a coin along a sea of mercury?,0.04771493470692101,0.01196931501332979,-0.0014593496646970738,c0_correct
Can you transport a primate in a backpack?,0.12177274530614934,-0.0663885876937039,-0.023228285057912745,c0_correct
Can you use the T-Mobile tuesdays app if you aren't a T-Mobile customer?,0.04836515022724597,-0.028413147763310942,0.08833239431537798,c0_correct
Can you watch Rick and Morty in Mariana Trench?,0.0351769888554464,0.004162247239076933,0.024619611295526145,c0_wrong_to_correct
Can you write a whole Haiku in a single tweet?,0.09799009590824548,-0.0624162150898894,-0.11834158550385643,c0_correct
Can your psychologist say hello to you while you are out at the supermarket?,0.18352222025362674,-0.06691987879799122,-0.1610771146255956,c0_correct
Could ABBA play a mixed doubles tennis game against each other?,0.08641456455959728,-0.07823251142505322,-0.09834846625180804,c0_correct
Could B be mistaken for an Arabic numeral?,0.18104234765390237,-0.036210236968695825,-0.01147233793944169,c0_correct
Could Barron Trump have lived through the Mexican Revolution?,0.10474242615439755,-0.087012218062502,-0.027722882608175015,c0_correct
Could Bart Simpson have owned comics with The Joker?,0.09849592084917846,-0.06922697520899218,-0.19744456521961729,c0_correct
Could Buzz Aldrin have owned a computer?,0.18331313631335366,-0.11526436683881999,-0.09832673571130557,c0_correct
Could Carl Friedrich Gauss speak to someone 100 miles away?,0.1573096785451874,-0.060096244324704146,0.038644858533884774,c0_correct
